Procedure ID,Procedure,Charge
S18088,LENS IOL ISERT 231 ACRYLIC PMMA 1 PC 27,555
S18089,LENS IOL ISERT 231 ACRYLIC PMMA 1 27.5,555
S1809,INTERLOCKING IM SCREW SML 3.7MM DIA X 27,716.6300049
S18090,LENS PRELOADED IOL SYSTEM 28.0,555
S18091,LENS IOL ISERT 231 ACRYLIC PMMA 1 28.5,555
S18092,LENS IOL ISERT 231 ACRYLIC PMMA 1 PC 29,555
S18093,PRELOADED IOL SYSTEM  29.5,555
S18094,PRELOADED IOL SYSTEM 30.0,555
S18095,PRELOADED IOL SYSTEM  5.0,555
S18096,PRELOADED IOL SYSTEM  5.5,555
S18097,PRELOADED IOL SYSTEM  6.5,555
S18098,PRELOADED IOL SYSTEM  7.0,555
S18099,PRELOADED IOL SYSTEM  7.5,555
S181,NAIL FLEX ROUND TIP TITANIUM 3MM,1353.75
S1810,INTERLOCKING IM SCREW MED 4.2MM DIA X 27,716.6300049
S18100,LENS PRELOADED IOL SYSTEM 7.5,555
S18101,LENS IOL ISERT 231 ACRYLIC PMMA 1 PC C 8,555
S18102,PRELOADED IOL SYSTEM  8.5,555
S18103,LENS PRELOADED IOL SYSTEM 9.0,555
S18104,LENS IOL ISERT 231 ACRYLIC PMMA 1 PC 9.5,555
S1811,INTERLOCKING IM SCREW 4.5MM DIA X 27.5MM,716.6300049
S1812,INTERLOCKING IM SCREW LG 5.5MM DIA X 27.,716.6300049
S18127,SCREW INTERFERENCE 23MM 7MM MILAGRO,1586.25
S18128,SCREW BONE INTERFEREN MILAGRO ADV 7X23MM,1633.5
S18129,SCREW BONE INTERFEREN MILAGRO ADV 8X23MM,1633.5
S1813,INTERLOCKING IM SCREW SML 3.7MM DIA X 30,716.6300049
S18131,SCREW BONE INTERFEREN MILAGRO 10X30MM,1633.5
S18132,SCREW BONE INTERFEREN MILAGRO ADV 11X30M,1633.5
S18133,SCREW BONE INTERFEREN MILAGRO 9X30MM,1586.25
S18134,SCREW BONE INTERFEREN MILAGRO 10X23MM,1586.25
S18136,SCREW BONE INTERFEREN MILAGRO 11X30MM,1586.25
S1814,INTERLOCKING IM SCREW MED 4.2MM DIA X 30,716.6300049
S1815,INTERLOCKING IM SCREW 4.5MM DIA X 30MM,716.6300049
S1816,INTERLOCKING IM SCREW LG 5.5MM DIA X 30M,716.6300049
S1817,INTERLOCKING IM SCREW SML 3.7MM DIA X 32,716.6300049
S18178,KIT PROC ACL ST DISP,1631.25
S18179,GUIDEWIRE VASC ARTHRECTOMY 0.009INX330CM,639.75
S1818,INTERLOCKING IM SCREW MED 4.2MM DIA X 32,716.6300049
S18180,RIGIDLOOP ADJUSTABLE STND,1721.25
S1819,INTERLOCKING IM SCREW 4.5MM DIA X 32.5MM,716.6300049
S182,NAIL FLEX ROUND TIP SS 2.0MM,1353.75
S1820,INTERLOCKING IM SCREW LG 5.5MM DIA X 32.,716.6300049
S18203,(REPLACED BY NON25312)DRESSING SPONGE CU,7.5
S18205,PLATE 80D 8MM DSPL 35MM SS OSTM 4.5MM,1851.079956
S18206,PLATE 80D 8MM DSPL SS OSTM ANG DCP CAPOS,1985.099976
S18208,BONE PLATE OSTEO ST 80DEG PEDI 8X45MM,1985.099976
S18209,PLATE 90D 8MM 35MM SS 4.5MM SCRW OSTM,1851.079956
S1821,INTERLOCKING IM SCREW SML 3.7MM DIA X 35,716.6300049
S18211,HIP PLATE DCP SS OSTEO 90DEG 8.0X35.0MM,1985.099976
S18212,PLATE 90D 8MM DSPL SS OSTM ANG DCP CAPOS,1851.079956
S18213,HIP PLATE DCP SS OSTEO 90DEG 8.0X45.0MM,1985.099976
S18214,PLATE 100D 8MM DSPL 35MM SS OSTM 4.5MM,1851.079956
S18215,PLATE 100D 8MM DSPL 35MM SS OSTM ANG,1985.099976
S18216,PLATE 100D 45MM SS OSTM DCP CAPOS BONE,1851.079956
S18217,HIP BONE PLT OSTEO CAPOS 100DEG 8X45MM,1985.099976
S18218,PLATE 90D 10MM DSPL SS OSTM ANG DCP BONE,1851.079956
S18219,PLATE 90D 10MM DSPL 50MM SS OSTM ANG,1985.099976
S1822,INTERLOCKING IM SCREW MED 4.2MM DIA X 35,716.6300049
S18220,PLATE 100D 10MM 50MMX78MM SS 4.5MM CORT,1851.079956
S18221,PLATE 100D 10MM DSPL SS OSTM ANG DCP,1985.099976
S18222,PLATE 90D 10MM 40MM SS OSTM ANG BLDE,1851.079956
S18223,PLATE 90D 10MM DSPL 40MM SS OSTM DCP,1985.099976
S18224,PLATE 100D 10MM 40MMX78MM SS 4.5MM CORT,1851.079956
S18226,PLATE 90D 15MM DSPL 50MM SS OSTM 4.5MM,1851.079956
S18227,PLATE 90D 15MM DSPL ANG 50MM SS OSTM DCP,1985.099976
S18228,PLATE 100D 15MM 50MMX78MM SS 4.5MM CORT,1851.079956
S18229,PLATE 100D 15MM DSPL SS OSTM ANG DCP,1985.099976
S1823,INTERLOCKING IM SCREW 4.5MM DIA X 35MM,716.6300049
S18230,PLATE 90D 15MM 60MMX78MM SS 4.5MM CORT,1851.079956
S18231,PLATE 90D 15MM DSPL 60MM SS OSTM DCP,1985.099976
S18232,PLATE 100D 15MM 60MMX78MM SS 4.5MM CORT,1851.079956
S18234,PLATE 90D 15MM 40MMX78MM SS 4.5MM CORT,1851.079956
S18235,PLATE 90D 15MM DSPL 40MM SS 3 HOLE ANG,1985.099976
S18236,HIP BONE PLT OSTEO CAPOS SS ST 15X40MM,1851.079956
S1824,INTERLOCKING IM SCREW LG 5.5MM DIA X 35M,716.6300049
S1825,INTERLOCKING IM SCREW SML 3.7MM DIA X 37,716.6300049
S1826,INTERLOCKING IM SCREW MED 4.2MM DIA X 37,716.6300049
S1827,INTERLOCKING IM SCREW 4.5MM DIA X 37.5MM,716.6300049
S1828,INTERLOCKING IM SCREW LG 5.5MM DIA X 37.,716.6300049
S18281,PLATE 90D 4MM 26MMX67MM SS 3.5MM CORT,1851.079956
S18282,BONE PLATE DCP SS OSTEO 90DEG 4.0X26.0MM,1985.099976
S18283,PLATE 90D 4MM 32MMX67MM SS 3.5MM CORT,1851.079956
S18284,PLATE BONE OSTEO CAPOS SS 90DEG 32X4MM,1985.099976
S18285,PLATE 90D 4MM DSPL SS OSTM DCP CAPOS,1851.079956
S18287,PLATE 90D 8MM 26MMX67MM SS 3.5MM CORT,1851.079956
S18288,PLATE BONE OSTEO CAPOS SS 90DEG 26X8MM,1985.099976
S18289,PLATE 90D 8MM 32MMX67MM SS 3.5MM CORT,1851.079956
S1829,INTERLOCKING IM SCREW SML 3.7MM DIA X 40,716.6300049
S18290,PLATE BONE OSTEO CAPOS SS 90DEG 32X8MM,1985.099976
S18291,PLATE 90D 8MM 38MMX67MM SS 3.5MM CORT,1851.079956
S18292,PLATE BONE OSTEO CAPOS SS 90DEG 38X8MM,1985.099976
S18293,PLATE 100D 4MM 26MMX67MM SS 3.5MM CORT,1851.079956
S18294,PLATE BONE OSTEO CAPOS SS 100DEG 26X4MM,1985.099976
S18295,PLATE 100D 4MM 32MMX67MM SS 3.5MM CORT,1851.079956
S18296,PLATE 100D 4MM DSPL SS OSTM DCP CAPOS,1985.099976
S18297,PLATE 100D 4MM 38MMX67MM SS 3.5MM CORT,1851.079956
S18298,PLATE 100D 8MM DSPL SS OSTM DCP CAPOS,1985.099976
S18299,PLATE 100D 4MM 44MMX67MM SS 3.5MM CORT,1851.079956
S183,HOOK CLOSED LAMINAR 9.5MM WIDE,2572.5
S1830,INTERLOCKING IM SCREW MED 4.2MM DIA X 40,716.6300049
S18301,PLATE 100D 8MM 26MMX67MM SS 3.5MM CORT,1851.079956
S18305,PLATE 100D 8MM 38MMX67MM SS 3.5MM CORT,1851.079956
S18307,PLATE 100D 8MM 44MMX67MM SS 3.5MM CORT,1851.079956
S18309,PLATE 90D 7MM 25MMX46MM SS OSTM T PROF,1699.949951
S1831,INTERLOCKING IM SCREW 4.5MM DIA X 40MM,716.6300049
S18310,PLATE BONE OSTEO CAPOS INF 90DEG 25X7MM,1843.540039
S18311,PLATE 90D 7MM 32MMX46MM SS OSTM T PROF,1699.949951
S18312,PLATE BONE OSTEO CAPOS SS ST INF 32X7MM,1843.540039
S18313,PLATE 90D 12MM DSPL SS OSTM ANG DCP,1699.949951
S18314,PLATE BONE OSTEO CAPOS SS ST INF 25X12MM,1843.540039
S18316,PLATE 90D 12MM 32MMX46MM SS OSTM T PROF,1699.949951
S18317,PLATE BONE OSTEO CAPOS SS ST INF 32X12MM,1843.540039
S18318,PLATE 115D 5MM DSPL SS OSTM 2 BRCH DCP,1133.329956
S1832,INTERLOCKING IM SCREW LG 5.5MM DIA X 40M,716.6300049
S18321,PLATE 115D 5MM 2 BRCH 11X1.1MM SS 3.5MM,1133.329956
S18322,PLATE 115D 5MM DSPL SS ANG BFUR DCP BONE,1276.839966
S18323,PLATE BONE CONTOUR 86MM NONSTERILE LCP,3321.050049
S18324,PLATE BONE CONTOUR 86MM STERILE LCP,3454.959961
S18327,PLATE BONE CONTOUR 112MM NONSTERILE LCP,3465.320068
S18328,PLATE BONE CONTOUR 112MM STERILE LCP,3599.22998
S1833,INTERLOCKING IM SCREW SML 3.7MM DIA X 42,716.6300049
S18331,PLATE BONE CONTOUR 138MM NONSTERILE LCP,3575.219971
S18332,PLATE BONE CONTOUR 138MM STERILE LCP,3709.159912
S18335,PLATE BONE CONTOUR 164MM NONSTERILE LCP,3691.939941
S18336,PLATE BONE CONTOUR 164MM STERILE LCP,3825.959961
S18339,PLATE BONE CONTOUR 190MM NONSTERILE LCP,3788.090088
S1834,INTERLOCKING IM SCREW MED 4.2MM DIA X 42,716.6300049
S18340,PLATE BONE CONTOUR 190MM STERILE LCP,3922.070068
S18343,PLATE BONE CONTOUR 216MM NONSTERILE LCP,3856.790039
S18344,PLATE BONE CONTOUR 216MM STERILE LCP,3990.77002
S1835,INTERLOCKING IM SCREW 4.5MM DIA X 42.5MM,716.6300049
S18354,CATH ROTALINK PLUS 1.25X135CM,4459
S18355,CATH ROTALINK PLUS 1.50X135CM,4459
S18356,CATH ROTALINK PLUS 1.75X135CM,4459
S18357,CATH ROTALINK PLUC 2.00X135CM,4459
S18358,CATH ROTALINK PLUS 2.15X135CM,4459
S1836,INTERLOCKING IM SCREW LG 5.5MM DIA X 42.,716.6300049
S1837,INTERLOCKING IM SCREW SML 3.7MM DIA X 45,716.6300049
S1838,INTERLOCKING IM SCREW MED 4.2MM DIA X 45,716.6300049
S1839,INTERLOCKING IM SCREW 4.5MM DIA X 45MM,716.6300049
S184,HOOK SPINE NAR 8MM RESPONSE LAMINA OPEN,2572.5
S1840,INTERLOCKING IM SCREW LG 5.5MM DIA X 45M,716.6300049
S18407,PLATE 95D 50MM SS 12 HOLE ANG BLDE DCP,2263.23999
S1841,INTERLOCKING IM SCREW SML 3.7MM DIA X 47,716.6300049
S18410,PLATE 95D SS 12 HOLE ANG DCP BONE 50MM,2397.219971
S18411,PLATE 95D 204MM SS 12 HOLE DCP BONE 60MM,2263.23999
S18412,PLATE 95D SS 12 HOLE ANG DCP BONE 60MM,2397.219971
S18413,PLATE 95D 70MM SS 12 HOLE DCP BONE 240MM,2263.23999
S18414,PLATE 95D SS 12 HOLE ANG DCP BONE 70MM,2397.219971
S18415,PLATE 204MM SS 3.5MM SCRW 12 HOLE DCP,2263.23999
S18417,PLATE 95D 204MM SS 12 HOLE BLDE DCP BONE,2397.219971
S18418,PLATE 95D 50MM SS 14 HOLE DCP BONE 235MM,3393.179932
S18419,PLATE 95D SS 14 HOLE ANG DCP BONE 50MM,3527.129883
S1842,INTERLOCKING IM SCREW MED 4.2MM DIA X 47,716.6300049
S18420,PLATE 95D 60MM SS 14 HOLE DCP BONE 235MM,3393.179932
S18421,PLATE 95D SS 14 HOLE ANG DCP BONE 60MM,3527.129883
S18422,PLATE 95D 70MM SS 14 HOLE DCP BONE 235MM,3393.179932
S18423,PLATE 95D SS 14 HOLE ANG DCP BONE 70MM,3527.129883
S18424,PLATE 95D 80MM SS 14 HOLE DCP BONE 235MM,3393.179932
S18425,PLATE 95D SS 14 HOLE ANG DCP BONE 80MM,3527.129883
S18426,PLATE 95D 50MM SS 5 HOLE DCP BONE 92MM,1881.98999
S18427,PLATE 95D 92MM SS 5 HOLE BLDE DCP BONE,2015.969971
S18428,PLATE 95D 60MM SS 5 HOLE DCP BONE 92MM,1881.98999
S18429,PLATE 95D SS 5 HOLE ANG DCP BONE 60MM,2015.969971
S1843,INTERLOCKING IM SCREW 4.5MM DIA X 47.5MM,716.6300049
S18430,PLATE 95D 70MM SS 5 HOLE DCP BONE 92MM,1881.98999
S18432,PLATE 95D 80MM SS 5 HOLE DCP BONE 92MM,1881.98999
S18433,PLATE 95D SS 5 HOLE ANG DCP BONE 80MM,2015.969971
S18434,PLATE 95D 60MM SS 16 HOLE DCP BONE 267MM,3588.969971
S18435,PLATE 95D SS 16 HOLE ANG DCP BONE 60MM,3722.850098
S18436,PLATE 95D 70MM SS 16 HOLE DCP BONE 267MM,3588.969971
S18437,PLATE 95D SS 16 HOLE ANG DCP BONE 70MM,3722.850098
S18438,PLATE 95D 80MM SS 16 HOLE DCP BONE 267MM,3588.969971
S18439,PLATE 95D SS 16 HOLE ANG DCP BONE 80MM,3722.850098
S1844,INTERLOCKING IM SCREW LG 5.5MM DIA X 47.,716.6300049
S18440,PLATE 95D 124MM SS 7 HOLE BLDE DCP BONE,1985.099976
S18441,PLATE 95D SS 7 HOLE ANG DCP BONE 50MM,2119.040039
S18443,PLATE 95D SS 7 HOLE ANG DCP BONE 60MM,2119.040039
S18444,PLATE 95D 70MM SS 7 HOLE DCP BONE 124MM,1985.099976
S18446,PLATE 124MM SS 3.5MM SCRW 7 HOLE DCP,1985.099976
S18448,PLATE 95D 299MM SS 18 HOLE DCP BONE 60MM,3977.050049
S18449,PLATE 95D SS 18 HOLE ANG DCP BONE 60MM,4110.930176
S1845,INTERLOCKING IM SCREW SML 3.7MM DIA X 50,716.6300049
S18450,PLATE 95D 70MM SS 18 HOLE DCP BONE 299MM,3977.050049
S18451,PLATE 95D SS 18 HOLE ANG DCP BONE 70MM,4110.930176
S18452,PLATE 95D 80MM SS 18 HOLE DCP BONE 299MM,3977.050049
S18453,PLATE 95D SS 18 HOLE ANG DCP BONE 80MM,4110.930176
S18454,PLATE 95D 50MM SS 9 HOLE DCP BONE 156MM,2081.209961
S18455,PLATE 95D 156MM SS 9 HOLE BLDE DCP BONE,2215.189941
S18456,PLATE 95D 156MM SS 9 HOLE DCP BONE 60MM,2081.209961
S18458,PLATE 95D 156X16X4.8MM SS 4.5MM CORT,2081.209961
S1846,INTERLOCKING IM SCREW MED 4.2MM DIA X 50,716.6300049
S18460,PLATE 90D 80MM SS 9 HOLE ANG BLDE DCP,2081.209961
S18465,PLATE 130D SS 12 HOLE ANG DCP BONE 70MM,2228.909912
S18467,PLATE 130D SS 12 HOLE ANG DCP BONE 80MM,2228.909912
S18469,PLATE 130D SS 12 HOLE ANG DCP BONE 90MM,2228.909912
S1847,INTERLOCKING IM SCREW 4.5MM DIA X 50MM,716.6300049
S18471,PLATE 130D SS 4 HOLE ANG DCP BONE 50MM,1751.51001
S18473,PLATE 130D 60MM SS 4 HL ANG BLDE DCP,1751.51001
S18474,PLATE 130D SS 4 HOLE ANG DCP BONE 60MM,1768.689941
S18475,PLATE 130D 100MM SS 4 HOLE DCP BONE 60MM,1751.51001
S18476,PLATE 130D SS 4 HOLE ANG DCP BONE 100MM,1768.689941
S18477,PLATE 130D SS 4 HOLE ANG DCP BONE 105MM,1751.51001
S18479,PLATE 130D SS 4 HOLE ANG DCP BONE 110MM,1751.51001
S1848,INTERLOCKING IM SCREW LG 5.5MM DIA X 50M,716.6300049
S18481,PLATE 130D SS 4 HOLE ANG DCP BONE 70MM,1751.51001
S18482,PLATE 130D 60MM SS 4 HOLE ANG BLDE DCP,1768.689941
S18483,PLATE 130D SS 4 HOLE ANG DCP BONE 75MM,1751.51001
S18485,PLATE 130D SS 4 HOLE ANG DCP BONE 80MM,1751.51001
S18487,PLATE 130D SS 4 HOLE ANG DCP BONE 85MM,1751.51001
S18489,PLATE 130D SS 4 HOLE ANG DCP BONE 90MM,1751.51001
S1849,INTERLOCKING IM SCREW SML 3.7MM DIA X 52,716.6300049
S18491,PLATE 130D SS 4 HOLE ANG DCP BONE 95MM,1751.51001
S18493,PLATE 130D 104MM SS 6 HOLE DCP BONE 50MM,1754.969971
S18494,PLATE 130D SS 6 HOLE ANG DCP BONE 50MM,1888.920044
S18495,PLATE 130D 104MM SS 6 HOLE DCP BONE 60MM,1754.969971
S18496,PLATE 130D SS 6 HOLE ANG DCP BONE 60MM,1888.920044
S18497,PLATE 130D 104MM SS 6 HOLE DCP BONE 70MM,1754.969971
S18498,PLATE 130D SS 6 HOLE ANG DCP BONE 70MM,1888.920044
S18499,PLATE 130D 104MM SS 6 HOLE DCP BONE 80MM,1754.969971
S185,HOOK OPEN LAMINAR  WIDE 9.5MM,2572.5
S1850,INTERLOCKING IM SCREW MED 4.2MM DIA X 52,716.6300049
S18500,PLATE 130D SS 6 HOLE ANG DCP BONE 80MM,1888.920044
S18501,PLATE 130D 104MM SS 6 HOLE DCP BONE 90MM,1754.969971
S18502,PLATE 130D SS 6 HOLE ANG DCP BONE 90MM,1888.920044
S1851,INTERLOCKING IM SCREW 4.5MM DIA X 52.5MM,716.6300049
S1852,INTERLOCKING IM SCREW LG 5.5MM DIA X 52.,716.6300049
S18527,PLATE 130D 152MM SS 9 HOLE DCP BONE 70MM,1933.540039
S18528,PLATE 130D SS 9 HOLE ANG DCP BONE 70MM,2067.48999
S18529,PLATE 130D 152MM SS 9 HOLE DCP BONE 80MM,1933.540039
S1853,INTERLOCKING IM SCREW SML 3.7MM DIA X 55,716.6300049
S18530,PLATE 130D SS 9 HOLE ANG DCP BONE 80MM,2067.48999
S18531,PLATE 130D 154MM SS 9 HOLE DCP BONE 90MM,1933.540039
S18532,PLATE 130D SS 9 HOLE ANG DCP BONE 90MM,2067.48999
S18534,PLATE 90D 10MM 50MMX94MM SS 4.5MM CORT,1933.540039
S18536,PLATE 90D 10MM 55MMX94MM SS 4.5MM CORT,1933.540039
S18538,PLATE 90D 10MM 60MMX94MM SS 4.5MM CORT,1933.540039
S18539,PLATE 90D 10MM DSPL 60MM SS OSTM DCP,2067.48999
S1854,INTERLOCKING IM SCREW MED 4.2MM DIA X 55,716.6300049
S18540,PLATE 90D 10MM 65MMX94MM SS 4.5MM CORT,1933.540039
S18542,PLATE 90D 10MM 70MMX94MM SS 4.5MM CORT,1933.540039
S18544,PLATE 90D 10MM 40MMX94MM SS 4.5MM CORT,1933.540039
S18546,PLATE 100D 10MM 50MMX94MM SS 4.5MM CORT,1933.540039
S18548,PLATE 100D 10MM 60MMX94MM SS 4.5MM CORT,1933.540039
S18549,PLATE 100D 10MM DSPL 60MM SS BONE ADLT,2067.48999
S1855,INTERLOCKING IM SCREW 4.5MM DIA X 55MM,716.6300049
S18550,PLATR BONE ANGLE,1933.540039
S18551,PLATE 110D SS OSTM ANG DCP BONE ADLT 65,2067.48999
S18552,PLATE 110D 75MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18553,PLATE 110D SS OSTM ANG DCP BONE ADLT 75,2067.48999
S18554,PLATE 110D 85MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18555,PLATE 110D SS OSTM ANG DCP BONE ADLT 85,2067.48999
S18556,PLATE 120D 65MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18557,PLATE 120D SS OSTM ANG DCP BONE ADLT 65,2067.48999
S18558,PLATE 120D 75MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18559,PLATE 120D SS OSTM ANG DCP BONE ADLT 75,2067.48999
S1856,INTERLOCKING IM SCREW LG 5.5MM DIA X 55M,716.6300049
S18560,PLATE 120D 85MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18561,PLATE 120D SS OSTM ANG DCP BONE ADLT 85,2067.48999
S18563,PLATE 90D 20MM DSPL 50MM SS BONE ADLT,2067.48999
S18564,PLATE 90D 20MM 60MMX94MM SS 4.5MM CORT,1933.540039
S18565,PLATE 90D 20MM DSPL SS OSTM ANG DCP BONE,2067.48999
S18566,PLATE 90D 20MM 70MMX94MM SS 4.5MM CORT,1933.540039
S18567,PLATE 90D 20MM SS OSTM DCP BONE ADLT 70,2067.48999
S18568,PLATE 90D 15MM 50MMX94MM SS 4.5MM CORT,1933.540039
S18569,PLATE 90D 15MM DSPL SS OSTM ANG DCP BONE,2067.48999
S1857,INTERLOCKING IM SCREW SML 3.7MM DIA X 57,716.6300049
S18570,PLATE 90D 15MM 55MMX94MM SS 4.5MM CORT,1933.540039
S18571,PLATE 90D 15MM DSPL 55MM SS OSTM DCP,2067.48999
S18572,PLATE 90D 15MM 60MMX94MM SS 4.5MM CORT,1933.540039
S18574,PLATE 90D 15MM 65MMX94MM SS 4.5MM CORT,1933.540039
S18575,PLATE 90D 15MM 65MM 4.5MM CORT SCRW OSTM,2067.48999
S18576,PLATE 90D 15MM 70MMX94MM SS 4.5MM CORT,1933.540039
S18577,PLATE 70MM SS OSTM DCP BONE ADLT TIB LT,2067.48999
S18578,PLATE 90D 15MM 40MMX94MM SS 4.5MM CORT,1933.540039
S18579,PLATE 90D 15MM DSPL 40MM SS OSTM DCP,2067.48999
S1858,INTERLOCKING IM SCREW MED 4.2MM DIA X 57,716.6300049
S18580,PLATE 130D 100MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18581,PLATE 130D 100MM SS OSTM DCP BONE ADLT,2067.48999
S18584,PLATE 130D 65MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18585,PLATE 130D 65MM SS OSTM ANG DCP BONE,2067.48999
S18586,PLATE 130D 65MM SS OSTM 4X1 HOLE: ANG,1933.540039
S18587,130 DEG ADULT OSTEOTOMY PLATE,2067.48999
S18588,PLATE 130D 75MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18589,PLATE 130D SS OSTM ANG DCP BONE ADLT 75,2067.48999
S1859,INTERLOCKING IM SCREW 4.5MM DIA X 57.5MM,716.6300049
S18590,PLATE 130D 80MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18591,PLATE 130D SS OSTM ANG DCP BONE ADLT 80,2067.48999
S18592,PLATE 130D 85MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18593,PLATE 130D SS OSTM ANG DCP BONE ADLT 85,2067.48999
S18594,PLATE 130D 90MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18595,PLATE 130D 90MM SS OSTM DCP BONE ADLT,2067.48999
S18596,PLATE 130D 95MMX94MM SS 4.5MM CORT SCRW,1933.540039
S18597,PLATE 130D 95MM SS OSTM DCP BONE ADLT,2067.48999
S18598,PLATE BONE CONTOUR 116X11X3.7MM,5457.200195
S18599,PLATE BONE CONTOUR 116X11X3.7MM STERILE,5591.220215
S186,HOOK SPINE NAR 9.5MM RESPONSE LAMINA,2572.5
S1860,INTERLOCKING IM SCREW LG 5.5MM DIA X 57.,716.6300049
S18602,PLATE BONE CONTOUR 142X11X3.7MM,5515.649902
S18603,PLATE BONE CONTOUR 142X11X3.7MM STERILE,5649.490234
S18606,PLATE BONE CONTOUR 168X11X3.7MM,5570.600098
S18607,PLATE BONE CONTOUR 168X11X3.7MM STERILE,5704.439941
S1861,INTERLOCKING IM SCREW SML 3.7MM DIA X 60,716.6300049
S18610,PLATE BONE CONTOUR 194X11X3.7MM,5628.910156
S18611,PLATE BONE CONTOUR 194X11X3.7MM STERILE,5762.930176
S18614,PLATE BONE CONTOUR 220X11X3.7MM,5690.790039
S18615,PLATE BONE CONTOUR 220X11X3.7MM STERILE,5824.700195
S18618,PLATE BONE CONTOUR 246X11X3.7MM,5762.930176
S18619,PLATE BONE CONTOUR 246X11X3.7MM STERILE,5896.77002
S1862,INTERLOCKING IM SCREW MED 4.2MM DIA X 60,716.6300049
S18622,PLATE BONE CONTOUR 81MM NONSTERILE LCP,5278.629883
S18623,PLATE BONE CONTOUR 81MM STERILE LCP,5412.609863
S18626,PLATE BONE CONTOUR 107MM NONSTERILE LCP,5343.910156
S18627,PLATE BONE CONTOUR 107MM STERILE LCP,5477.850098
S1863,INTERLOCKING IM SCREW 4.5MM DIA X 60MM,716.6300049
S18630,PLATE BONE CONTOUR 133MM NONSTERILE LCP,5405.75
S18631,PLATE BONE CONTOUR 133MM STERILE LCP,5539.629883
S18634,PLATE BONE CONTOUR 159MM NONSTERILE LCP,5464.129883
S18635,PLATE BONE CONTOUR 159MM STERILE LCP,5598.040039
S18638,PLATE BONE CONTOUR 185MM NONSTERILE LCP,5532.77002
S18639,PLATE BONE CONTOUR 185MM STERILE LCP,5666.75
S1864,INTERLOCKING IM SCREW LG 5.5MM DIA X 60M,716.6300049
S18642,PLATE BONE CONTOUR 211MM NONSTERILE LCP,5594.580078
S18643,PLATE BONE CONTOUR 211MM STERILE LCP,5728.560059
S18646,PLATE BONE CONTOUR 237MM NONSTERILE LCP,5793.759766
S18647,PLATE BONE CONTOUR 237MM STERILE LCP,5927.740234
S1865,INTERLOCKING IM SCREW SML 3.7MM DIA X 62,716.6300049
S18650,PLATE BONE CONTOUR 93MM NONSTERILE LCP,5268.339844
S18651,PLATE BONE CONTOUR 93MM STERILE LCP,5402.319824
S18654,PLATE BONE CONTOUR 119MM NONSTERILE LCP,5336.97998
S18655,PLATE BONE CONTOUR 119MM STERILE LCP,5470.959961
S18659,PLATE BONE CONTOUR 145MM STERILE LCP,5532.77002
S1866,INTERLOCKING IM SCREW MED 4.2MM DIA X 62,716.6300049
S18662,PLATE BONE CONTOUR 171MM NONSTERILE LCP,5460.669922
S18663,PLATE BONE CONTOUR 171MM STERILE LCP,5594.580078
S18666,PLATE BONE CONTOUR 197MM NONSTERILE LCP,5522.47998
S18667,PLATE BONE CONTOUR 197MM STERILE LCP,5656.419922
S1867,INTERLOCKING IM SCREW 4.5MM DIA X 62.5MM,716.6300049
S18670,PLATE BONE CONTOUR 223MM NONSTERILE LCP,5584.319824
S18671,PLATE BONE CONTOUR 223MM STERILE LCP,5718.22998
S18674,PLATE BONE CONTOUR 249MM NONSTERILE LCP,5780.040039
S18675,PLATE BONE CONTOUR 249MM STERILE LCP,5914.060059
S18678,PLATE BONE CONTOUR 275MM NONSTERILE LCP,5986.120117
S18679,PLATE BONE CONTOUR 275MM STERILE LCP,6120.100098
S1868,INTERLOCKING IM SCREW LG 5.5MM DIA X 62.,716.6300049
S18682,PLATE BONE CONTOUR 301MM NONSTERILE LCP,6185.27002
S18683,PLATE BONE CONTOUR 301MM STERILE LCP,6319.319824
S18686,PLATE BONE CONTOUR 106MM NONSTERILE LCP,5282.100098
S18687,PLATE BONE CONTOUR 106MM STERILE LCP,5416.009766
S1869,INTERLOCKING IM SCREW SML 3.7MM DIA X 65,716.6300049
S18690,PLATE BONE CONTOUR 142MM NONSTERILE LCP,5350.799805
S18691,PLATE  6 HOLE MEDIAL PROXIMAL TIBIA,5484.680176
S18693,PLATE BONE CONTOUR 142MM STERILE LCP,5484.680176
S18694,PLATE BONE CONTOUR 178MM NONSTERILE LCP,5412.609863
S18695,PLATE BONE CONTOUR 178MM STERILE LCP,5546.560059
S18698,PLATE BONE CONTOUR 214MM NONSTERILE LCP,5470.959961
S18699,PLATE BONE CONTOUR 214MM STERILE LCP,5604.939941
S187,HOOK OPEN THORACIC WIDE 9.5MM,2572.5
S1870,INTERLOCKING IM SCREW MED 4.2MM DIA X 65,716.6300049
S18702,PLATE BONE CONTOUR 250MM NONSTERILE LCP,5536.27002
S18703,PLATE BONE CONTOUR 250MM STERILE LCP,5670.140137
S18706,PLATE BONE CONTOUR 286MM NONSTERILE LCP,5598.040039
