MNEMONIC,DESC.,CUR PRICE 12/2018
ORS0137893,IMPLN BREAST SI STYLE115 435ML,2250
ORS0137894,IMPLN BREAST SI STYLE115 469ML,2250
ORS0137895,IMPLN BREAST SI STYLE115 507ML,2250
ORS0137896,SIZER BREAST SILICONE 457ML,625
ORS0137897,BASEPLAT TIB TI GEN II RT SZ#3,1375
ORS0137898,IMPLNT FEM RT LEG PS NP SZ#4,3583.78
ORS0137899,PLATE FIBULA DIST 7H 3.5MM,1698.88
ORS0137900,SCREW GLENOID NONLOCK 4.5x18MM,481.78
ORS0137901,SCRW SCHANZ S-D HA COATG 5x250,378.7
ORS0137902,SCRW CRTX PELVIC S-T 3.5x100MM,56.08
ORS0137903,SCRW CRTX S-T SS 2.4MM x 12MM,126.95
ORS0137904,SCRW INTRFRNC BIOCP FTRD 11x28,562.5
ORS0137906,SCRW LKNG ST T8 REC 2.7MMx8MM,293.28
ORS0137907,COUNTERSINK F/1.3-1.5MM SCRW,347.8
ORS0137908,COUNTERSINK F/2.0-2.4MM SCRW,347.8
ORS0137909,PLATE T TI 1.3MM 4H HEAD 8H,488.08
ORS0137910,PLATE Y TI 1.3 3HHEAD 8H 32MM,468.45
ORS0137912,GFT SURGISIS GOLD HERNIA REP,4250
ORS0137913,CLIP HEM-O-LOC AUTO ENDO 5MM,500
ORS0137914,GFT SURG XENMATRIX 10x15CM,9660
ORS0137915,STEM HUM HA REUNION 8MM,7938
ORS0137916,CABLE DBL LOOP TI CRMP,3400
ORS0137917,ROD PEDICLE STR TI 5.5x400MM,1125
ORS0137918,SWIVELOCK BIOCOMP 4.75x19.1MM,950
ORS0137919,GFT VENUS FLXEND MAIN BDY30x96,20530
ORS0137920,GFT VENUS FLXEND MAIN BDY22x73,7490
ORS0137921,GFT VENUS FLXEND MAIN BDY16x39,7490
ORS0137922,PROST PENILE TITAN BIOFLX 18CM,16500
ORS0137923,RSVR LOCK OUT VALVE 75ML,3300
ORS0137924,KIT ASSEMBLY TITAN,1125
ORS0137925,KIT LAMITRODE S-8 LEAD,6975
ORS0137926,GFT VENUS FLXEND MAIN BDY32x96,20530
ORS0137927,GFT VENUS FLXEND ILIAC LG18x56,7490
ORS0137928,GFT VENUS FLXEND ILIAC LG20x39,7490
ORS0137929,GFT SKIN TRINITY EVOLUTN 10ML,13862.5
ORS0137930,GFT SKIN TRINITY EVOLUTN 15ML,13112.5
ORS0137931,MESH SEPRAMESH 3x6IN / 7x15CM,747.5
ORS0137932,MESH SEPRAMESH 4x8IN / 10x20CM,1165
ORS0137934,MESH SEPRAMESH 8x12IN /20x30CM,3662.5
ORS0137935,MESH SEPRAMESH 12x14IN/30x36CM,5037.5
ORS0137936,SCRW PLYAX EXPDM 4.5 TI 5x35MM,2900
ORS0137937,SCRW PLYAX EXPEDM 4.5 5X30MM,2900
ORS0137938,SCRW SET SGL INNIE 4.5 TI,643.75
ORS0137939,ROD COCR W/HEX 600MM EXPEDM4.5,2298.63
ORS0137940,SCRW CANC PTRD SS 4MM x 22MM,32.75
ORS0137941,SCRW CANC PTRD SS 4MM x 35MM,32.75
ORS0137942,PLATE CERV ANT 1 LVL TI 30MM,2340
ORS0137943,SCRW MULTI-AXIAL 6.5MM x 40MM,2250
ORS0137944,SET SCREW ORTOFIX,250
ORS0137945,ROD PRELORDIC SS 60MM,500
ORS0137946,CONN CROSS 55MM,1500
ORS0137947,CAGE PILLAR TL 8 8x9x23,7750
ORS0137948,CAGE PILLAR TL 8 7x9x23,7750
ORS0137949,ROD COBALT CHROME 480MM,2121.13
ORS0137950,STEM VERSYS CEM CL/FX 12x125MM,2718.43
ORS0137951,SYS REPAIR ULTRA FAST FIX CURV,740.63
ORS0137952,SYS REPAIR ULTRA FAST FIX STR,965
ORS0137953,PLATE HALLMARK ACP 38MM,3750
ORS0137954,SCRW SEMI CONSTRAINED 14MM,500
ORS0137955,CAGE CONSTRUX MINI 5L 12,4225
ORS0137956,PIN HOLDING TACK,285
ORS0137957,CAGE CONSTRUX MINI 126L,3000
ORS0137958,CAGE CONSTRUX MINI 127L,3000
ORS0137959,PLATE HALLMARK ACP 40MM,3750
ORS0137960,ACCESS GEL POINT ADVANCD PLTFM,1687.5
ORS0137961,ELECT VERSAPORT SPRING,841.5
ORS0137962,SET HYDRO TUB,28.6
ORS0137963,POST(EF) OUTRIGGER 30DEG 11MM,286.1
ORS0137964,PLATE LCP 12HOLE ADP 2.0x81MM,1046.2
ORS0137965,ALGFT BLCK CRNRSTONE SR9x11x14,2637.5
ORS0137966,SCRW PLYAX TI PROTEX CT 4x40MM,2267.5
ORS0137967,SCRW PLYAX TI PROTEX CT 3.5x10,2267.5
ORS0137968,SCRW PLYAX TI PROTEX CT 4x18MM,2267.5
ORS0137969,SCRW OC 4.0MMx8MM,707.5
ORS0137970,SCRW OC 4.0MM x 6MM,707.5
ORS0137971,SCRW OC 4.0MM x 10MM,500
ORS0137972,CLAMP OC SINGLE SHORT,707.5
ORS0137973,CLAMP OC SINGLE LONG,707.5
ORS0137974,CLAMP OC DOUBLE SHORT,920
ORS0137975,ROD OC 100DEG,1132.5
ORS0137976,KIT LAMITRODE LEAD 88,13275
ORS0137977,STEM HIP MDLR STR PUREFIX SZ#6,7857
ORS0137978,SLEEVE UNIV ADAPT V40 0MM,307.13
ORS0137979,PLATE L 90DEG RT 8-HOLE,677.5
ORS0137980,PLATE L 90DEG LT 8-HOLE,418
ORS0137981,SCRW CRTX SS N/S 3.5MM x 55MM,39
ORS0137982,SCRW CRTX SS N/S 3.5MM x 60MM,49.08
ORS0137983,CAGE PEEK NOVEL XS 6MM,2500
ORS0137984,NECK MOD FEJ 34MM,1113.75
ORS0137985,SCRW CORT 2.7MM x 50MM,132.5
ORS0137986,BIT DRILL 2.0MM - B,155
ORS0137987,SCRW CORT 2.7MM x 65MM,132.5
ORS0137988,SCRW CORT 2.7MM x 60MM,132.5
ORS0137989,SCRW CANC 4.0MM x 55MM,107.5
ORS0137990,SCRW NL CORT 3.5MM x 40MM,132.5
ORS0137991,SCRW CORT 2.7MM x 55MM,132.5
ORS0137992,SCRW MULTI DIR 3.5MM x 40MM,545.4
ORS0137993,SCRW NL CORT 3.5MM x 34MM,132.5
ORS0137994,SCRW NL CORT 3.5MM x 42MM,132.5
ORS0137995,SCRW MULTI DIR 3.5MM x 38MM,505
ORS0137996,INSRT ACETAB CONSTRAINED 22x54,8642.38
ORS0137997,HEAD C TAPER LFIT 22X =5,2320.5
ORS0137998,NECK MDLR REJUVENATE 8DEG 42MM,1113.75
ORS0137999,CATH DIAMOND BACK 1.5MM CLASS,7987.5
ORS0138000,GWIRE VIPER DIAMOND BACK .014,425
ORS0138001,GWIRE ASAHI PERIPHERAL 300CM,412.5
ORS0138002,SCRW STARDRV T25 5MMx64MM,406.73
ORS0138003,SCRW LKNG S-T T-25 TI 5MMx66MM,406.73
ORS0138004,GENERATOR DEMI-PULSE (NEURO),50962.5
ORS0138005,LEAD SINGLE PIN PERINEAL 2MM,16052.5
ORS0138006,PK ACCESSORY F/DEMI-PULSE GENT,1462.5
ORS0138007,CR ESOPHYX CARTRIDGE,625
ORS0138008,GFT CV VIABAHN 7MMx15CM 120MM,8900
ORS0138009,BLADE HELICAL TI GLD 11x75,1569.33
ORS0138010,BLADE HELICAL TI GLD 11x80MM,1329.6
ORS0138011,BLADE HELICAL TI GLD 11x90MM,1329.6
ORS0138012,NAIL LAT ENTRY FEM EX 13x420MM,4062.63
ORS0138013,SCRW S-D CROSS PN TI 1.7x5MM,152
ORS0138014,SPACER SPINE TI X-STOP 10MM,10875
ORS0138015,CATH DIAMOND BACK 2.25 SC,7987.5
ORS0138016,SCRW ELLIPSE 3.5MM x 14MM,2137.5
ORS0138017,SCRW ELLIPSE 3.5MM x 22MM,2267.5
ORS0138018,SCRW ELLIPSE 3.5MM x 24MM,2267.5
ORS0138019,SCRW ELLIPSE 4.0MM x 26MM,2210
ORS0138020,TAP ELLIPSE for 3.5MM SCREW,767.5
ORS0138021,PIN DISTRACTION SPINAL 12MM,410
ORS0138022,ROD ELLIPSE STR 3.5MM x 80MM,467.5
ORS0138023,ALGFT EAGLE CERV SVC 8x12x14MM,2637.5
ORS0138025,SCRW MULTI AXIAL 6.5MM x 45MM,2250
ORS0138026,ROD PRELORDIC SS 5.5MM x 65MM,500
ORS0138027,CONN CROSS FIREBIRD 60MM,1500
ORS0138028,CAGE PILLAR PL 8 6MM,7750
ORS0138029,SCRW MULTI AXIAL 5.5MM x 45MM,2250
ORS0138030,GFT PUTTY DBM NUBONE 5ML,2927.5
ORS0138031,CAGE BULLET 9MM x 7MM x 27MM,8750
ORS0138032,BLADE EXPL TRUNCATED 52MM,2625
ORS0138033,BLADE EXPL FULL 52MM,2625
ORS0138034,DRL FLEX HGPII CUP 3.2MMx30MM,575
ORS0138035,DRL FLEX HGPII CUP 3.2MMx45MM,575
ORS0138036,PLATE STR MF 4-H STD W/BAR,277.88
ORS0138037,GFT CV VIABAHN 13MMx10CM 120MM,7625
ORS0138038,GFT CV VIABAHN 13MMx5CM 120MM,6540
ORS0138039,GFT CV VIABAHN 8MMx15CM 120MM,9487.5
ORS0138040,GFT CV VIABAHN 6MMx15CM 120MM,8987.5
ORS0138041,GRAFT VIABAHN 8MMx5CM 120MM,7487.5
ORS0138043,SCRW FX ANG S-D TI 4.2MMx14MM,427.5
ORS0138044,ANCHOR SUT FBWR 5.5MM x 15MM,709.98
ORS0138045,CATH URET WHISTLE TIP 6FR 70CM,22.61
ORS0138046,PORT INF CHRONOFLEX MRI 8FR,725
ORS0138047,SHELL ACETAB CLUSTER SZ D 48MM,2651.75
ORS0138048,CAGE XPAND LARGE TI 32-39MM,26515
ORS0138049,CONN CROSSLINK 17MM,2810
ORS0138050,SNARE GOOSE KIT 25MM x 120CM,747.25
ORS0138051,SYS DISTAL BICEPS REPAIR IMPL,1593.75
ORS0138052,*COIL TORNADO EMBOL ALL SIZ *P,222.75
ORS0138053,BLD ENDOSCP CUBITAL CARPAL TUN,1237.5
ORS0138054,BLD ENDOSCP CUBITL CARP TUN 5P,1237.5
ORS0138055,GFT AAA ZEN RENU AXC 2x30x113,15812.5
ORS0138056,GFT VENUS FLXEND ILIAC LG18x90,7490
ORS0138057,GFT ZEN ANC COMP MAIN 30x39 EN,4717.5
ORS0138058,CATH OCCLUSN CODA 10Fx120CM,1004.38
ORS0138059,GFT ZEN ANC COMP ILIAC 24x30,4580
ORS0138060,GWIRE LUNDERQUIST XSTIF 35x260,247.5
ORS0138061,PEG FXTN THRD MULTI DIR 2.5x22,382.93
ORS0138062,SCRW CONICAL CANN SS 7.3x65MM,566.63
ORS0138063,IMPL BREAST SALINE MOD+ 500ML,1675
ORS0138064,EXPAND TISSUE BREAST SUT 800ML,3875
ORS0138065,PEG FXTN MULTI DIRCT 2.5x24MM,382.93
ORS0138066,GFT ZEN END ILIAC LEG 4 x 73,7490
ORS0138067,GFT ZEN END ILIAC LEG 12 x 56,7490
ORS0138068,TIB BLOCK AUGMT NEXGEN SZ4 5MM,3550
ORS0138069,EXTN STEM STR NEXGEN 14x145MM,2670
ORS0138070,CAGE BULLET CONCORDE 9x9x23MM,11350
ORS0138071,ROD CRV TI REVERE 5.5MM x 70MM,515
ORS0138072,GFT CV VIABAHN 6MMx5CM 120MM,6737.5
ORS0138073,GFT VIABAHN 6MMx10CM 120MM,7737.5
ORS0138074,GWIRE ASAHI PERPH ASTATO 300CM,425
ORS0138075,CATH DIAMOND BACK SC 1.5MM,7987.5
ORS0138076,PLATE TUBR 1/3 COLLAR 4-H 49MM,152
ORS0138077,GFT CV VIABAHN 11MMx10CM 120MM,8987.5
ORS0138078,IMPLNT LEG PS NP FEM RT SZ #6,3733.38
ORS0138079,LEAD NEURO KIT INTERSTIM 28CM,8712.5
ORS0138080,BSPLT TIB KNEE CEM RT SZ #3,2967.5
ORS0138082,KIT FIBERWIRE SUTURE,937.5
ORS0138083,STEM HUMERAL FX 8MM,6812.5
ORS0138084,HEAD HUMERAL FX 15MM x 3MM,3125
ORS0138085,PEG FIXTN TI STER STD 5x52.5,245
ORS0138086,BLADE OSCILLATING 12.7x72x1.19,48
ORS0138087,GWIRE ORTHO 3.2MM x 290MM,201.98
ORS0138088,BLADE SPIRAL IM FXTN FEM 90MM,1290.33
ORS0138089,BLADE SPIRAL IM FXTN FEM 50MM,1290.33
ORS0138090,STEM FEM TM PRIM EXT END 11MM,7000
ORS0138091,IMPLANT ZK TIBTRY SZ2LT-M RT-L,4893.75
ORS0138092,ALGF BLCK CORNERST SR 9x11x14,2637.5
ORS0138093,AGFT BLCK CORNERST SR 8x11x14,2637.5
ORS0138094,CONN CROSS TI 48MM x 60MM,1750
ORS0138095,BIT DRILL THREE FLUTED 5.0MM,575.03
ORS0138096,NAIL HINDFOOT ARTH CANN 12x240,3856.9
ORS0138097,BLADE TI END CAP HINDFOOT NAIL,427.78
ORS0138100,TUB PRIMEFLO INSUFLATION SET,16.06
ORS0138101,DRAPE SOLUTION WARM CVOR 44x66,101.04
ORS0138102,CATH BALN DORADO 6MMx17x135CM,737.5
ORS0138104,PLATE TIB W/O TAB 10H LT 3.5MM,3519
ORS0138105,INSRT TRIDENT X3 ECC CUP 0 DEG,5061.75
ORS0138106,ENDOBUTTON CL ULTRA FIXTN 30MM,630
ORS0138107,SCRW INTRFRNC SHEATED CAN 8x20,157.5
ORS0138108,SCREW VA TI 4.6MM x 16MM,437.5
ORS0138109,NAIL CAN TIB EX-PRX BND 8x315,3642.18
ORS0138110,SCRW LKNG S-T TI N/S 4MMx48MM,378.7
ORS0138111,SCRW LKNG S-T TI N/S 4MMx44MM,378.7
ORS0138112,SCREW LKNG S-T TI 4MMx38MM,378.7
ORS0138113,CAP LKNG NON THRD REVERE 5.5MM,245
ORS0138114,INSRT TIB BEARING X3 SZ #6 9MM,3861.28
ORS0138115,SCRW ELLIPSE 3.5MM x 18MM,2210
ORS0138116,TAP VA TI 4.5MM,1322.5
ORS0138117,SCRW PEDICLE VA TI 6.5MMx30MM,1835
ORS0138118,SCRW PEDICLE VA TI 5.0MMx35MM,2465
ORS0138119,SPACER COALITION 6MMx12MMx14MM,7797.5
ORS0138120,SCRW SLF DRL 3.6MM x 14MM,1050
ORS0138121,SCRW SLF DRL 4.2MM x 14MM,1050
ORS0138122,BIT DRILL 14MM,707.5
ORS0138123,ROD CONN T 21MM x 23MM,4207.5
ORS0138124,PLATE CERV ANT 1 LVL TI 16MM,2250
ORS0138125,GRAFT PROX MAIN 38MM,31000
ORS0138126,NAIL CAN TIB EX-PRX BND 8x315,3642.18
ORS0138127,SCRW CRTX S-T SS 2.4MM x 12MM,102.4
ORS0138128,CATH BALN DORADO 6MMx15x135CM,737.5
ORS0138129,BSPLT TIB KNEE CEM LT SIZ #4,2967.5
ORS0138130,BSPLT TIB KNEE CEM RT SZ #4,2967.5
ORS0138131,TUBE TRACH SZ#4 W/O CUFF,111.73
ORS0138132,TUBE TRACH SZ#6 W/O CUFF,111.73
ORS0138133,SCRW LAG 14MM THRD 85MM,734.93
ORS0138134,INST ENDO RETRACT 11 10MM,262.18
ORS0138135,SCRW PLYAX SS 3.35MM,3150.63
ORS0138136,CAGE INDEPENDENCE MED 8x11MM,22812.5
ORS0138137,CAGE INDEPENDENCE MED 8x13MM,22812.5
ORS0138138,FEM BOLT LKNG TI GRN 4.9x60MM,384.3
ORS0138139,CAGE PEEK NOVEL CS 7MM,2500
ORS0138140,PLATE TRESTLE 12MM,2125
ORS0138141,STNT VAS ZILVER 5FR 7x80MM,3375
ORS0138142,CAGE PEEK NOVEL XS M 4MM,2500
ORS0138143,PIN FIXATION TEMP ALPHATEC,515
ORS0138144,ELECT HF LOOP 24FR,4114.23
ORS0138145,PLATE LCP HOOK 3-H 3.5MM,1393.33
ORS0138146,BIT DRL CARBIDE EXT 4.0MM,981.78
ORS0138147,BIT DRL CARBIDE EXT 6.0MM,981.78
ORS0138148,BLADE SCRWDRIVER SHT 1.3MM,995.5
ORS0138149,BLADE SCRWDRIVER SHT 1.5MM,995.5
ORS0138150,SCRW CONICAL EXTRTN F/3.5 SCRW,176
ORS0138151,SHAFT SCRWDRIVER CRUC 2.4MM,574.45
ORS0138152,SHAFT SCRWDRIVER T25 165MM,642.35
ORS0138153,SPACER COLONL CAGE XLG 14x16x8,2420
ORS0138154,SCRW PROV VAR ANGLE 4.6MM,590
ORS0138155,CMPNT FEM AVON XS,1276.28
ORS0138156,CMPNT PAT FEM JOINT AVON SM,2949.5
ORS0138157,CATH BALN DORADO 5MM 20x135CM,737.5
ORS0138158,SCRW PLYAX SPIN TI 7.5 x 35MM,2000
ORS0138159,SCRW REDUCTION 7MM x 40MM,3505.63
ORS0138160,ROD PREBENT SPIN TI 70MM,500
ORS0138161,BONE SUB HYDROXYAPATITE 5ML,2607.5
ORS0138162,CUP TI HEMI CLUST HOLE 52CM,2000
ORS0138163,INSRT ACETAB X3 SZ #D 36MM,2304.6
ORS0138164,PROBE MEGABEAM ENDOCULAR 20GA,462.5
ORS0138165,SCRW CANN  SHT THRD SS 4x32MM,415.13
ORS0138166,STNT LEG EXCLUDER 20MMx11.5CM,9950
ORS0138167,GFT CV VIABAHN 5MMx10CMx120MM,7625
ORS0138168,MESH SEPRAMESH 6x18IN/15x20CM,2812.5
ORS0138169,SCRW LKNG HEX TI N/S 5x60MM,395.53
ORS0138170,CATH ATLANTIS PV 15MHZ,1600
ORS0138171,SLED IVUS AUTOMATIC PULLBACK,90
ORS0138172,STNT WALL 11FR 22x45MM 75CM,2600
ORS0138173,STNT WALL 10FR 20x40MM 75CM,2600
ORS0138174,STNT WALL 10FR 18x60MM 75CM,2600
ORS0138175,STNT WALL 09FR 16x60MM 75CM,2600
ORS0138176,STNT WALL 09FR 14x60MM 75CM,2600
ORS0138177,CATH BALN DIAM 7FR 12x4MM 75CM,450
ORS0138178,CATH BALN XXL 7FR 14x4MM 75CM,550
ORS0138179,CATH BALN XXL 8DE 16x4MM 75CM,550
ORS0138180,WIRE MAGIC TORQUE 180CM 0.035,149.5
ORS0138181,GRAFT FASCIA LATA SML 5-9.9CM,1015
ORS0138182,SPACER COLONL PEEK XL 14x16MM,2420
ORS0138183,SCRW SLF DRILL 16MM,772.5
ORS0138184,PLATE CERV 1 LVL TI VIP 13MM,2750
ORS0138185,PLATE TIB OSTIOTOMY TI 12.5MM,1825
ORS0138186,SCRW CANN 6.5MM x 50MM,212.5
ORS0138187,SCRW CORT 4.5MM x 40MM,191.25
ORS0138188,SCRW CORT 4.5MM x 42MM,212.5
ORS0138189,PLATE PROVIDENCE 14MM,2340
ORS0138190,PLATE TRESTLE 16MM,2125
ORS0138191,SCRW TRESTLE SD VA 16MM,450
ORS0138192,STNT LIFESTNT FLEXSTR 6x80x130,5537.5
ORS0138193,SCRW CRTS S-HEAD SS 4.5MMx36MM,35
ORS0138194,SCRW CRTX S-HEAD SS 4.5MMx38MM,35
ORS0138195,SCRW LAG DHS/DCS 12.7MM x 80MM,670.4
ORS0138196,WIRE K THREADED 2MM x 150MM,370.28
ORS0138197,PLATE FIB 6H LT 122M2.7/3.5LAT,1674.43
ORS0138198,SCRW CORTEX W/T8  2.4MMx30MM,122.38
ORS0139199,TUBE CARD SUCT SOFT 6F 3.25IN,40
ORS0139200,SCRW MUL AX TI VERTEX 4x34MM,3617.5
ORS0139201,SET SCRW MAS CONN,450
ORS0139202,SCRW CROSSLINK LCK MAS,410
ORS0139203,CONN CROSSLINK HEAD TO HEAD,4007.5
ORS0139204,BONE BLK ILIUM TRICORT 25x15MM,2515
ORS0139205,CMPNT FEM NON POR FMLE LT SZ 1,5675
ORS0139206,BSPLT TIB KNEE CEM LT SZ #1,2967.5
ORS0139207,NDL TEMP 18MM YSI 400 SERIES,97.5
ORS0139208,PLATE DOUBLE Y,775
ORS0139209,DSG VAC VERS FOAM LGE 10x15,30.02
ORS0139210,SCRW CANN LKNG SS 7.3MM x 80MM,633.95
ORS0139211,SCRW CONICAL CANN SS 7.3x55MM,566.63
ORS0139212,SCRW CONICAL CANN SS 7.3x70MM,566.63
ORS0139213,SIZER BREAST HIGH PROFL 400ML,750
ORS0139214,SIZER BREAST HIGH PROFL 450ML,750
ORS0139215,IMPL BREAST HIGH PROFILE 400ML,2450
ORS0139216,IMPL BREAST HIGH PROFILE 450ML,2450
ORS0139217,PLATE CERV SPIDER 2-LEVEL,3750
ORS0139218,SCRW VAR 4MM x 12MM,500
ORS0139219,BIT DRILL 12MM,635
ORS0139220,CAGE SHELL CERV 6MM x 12MM,3000
ORS0139221,CAGE SHELL CERV 6MM x 14MM,3000
ORS0139222,PLATE PROXIMAL FEM RT 16-HOLE,4824.68
ORS0139223,SPACER SPIN TI 42-57MM 12x14,20395
ORS0139224,PLATE CERV ANT 2-LVL PROV 46MM,4272.5
ORS0139225,IMPL TESTICULAR SALINE FILL XS,3625
ORS0139226,IMPL TESTICULAR SALINE SM 10,3625
ORS0139227,IMPL TESTICULAR SALINE MED 13,4125
ORS0139228,IMPL TESTICULAR SALINE FILL LG,4622.5
ORS0139229,SCREW LKNG S-T T25 TI 4x26MM,378.7
ORS0139230,BIT DRL CANN J-CHUCK 4.5x165MM,740.55
ORS0139231,SCRW CANN SHRT THRD SS 4x56MM,493.78
ORS0139232,IMPL BREAST GEL MOD 325ML,2187.5
ORS0139233,BSPLT TIB TRIATHLON PKR SZ #4,4475.25
ORS0139234,INSR TIB TRIATHLON PKR X3 SZ#4,2928.25
ORS0139235,CMPNT FEM CR CEMENTED LT SZ #8,4573.03
ORS0139236,CMPNT FEM TRIATHLON PKR SZ #4,7569.25
ORS0139237,KIT CARTICEL CARTILGE BX TRANS,1237.5
ORS0139238,NAIL HUM PROXIMAL 7MM,4067.3
ORS0139239,BLADE SPIRAL TI STER GLD 34MM,1239.83
ORS0139240,CAP END HUM T25 0MM,350.63
ORS0139241,GUIDEWIRE 2.0 x 240MM,72.23
ORS0139242,FOLEY 2W LUBRI-SIL 16FR 5ML,23.89
ORS0139243,ROD VIPER 483MM,1792.5
ORS0139244,STAPLER ENDO GIA GRN RELD 45MM,972.23
ORS0139245,STAPLER ENDO GIA BLU RELD 45MM,972.23
ORS0139246,STAPLER ENDO GIA GRN RELD 60MM,6213.9
ORS0139247,INSRT GNSII CON SIZ 5-6 13MM,750
ORS0139248,CAGE INTERBODY SZ #5 MED,2500
ORS0139249,PLATE TRESTLE 14MM,2125
ORS0139250,INSRT TIB TRIATHLON PKR X3 SZ4,2928.25
ORS0139251,SCRW POLY 9MM x 50MM,3399.13
ORS0139252,CAGE BULLET 11MM x 7MM x 27MM,8750
ORS0139253,CAGE BULLET 9MM x 7MM x 27MM,8750
ORS0139254,CAGE BULLET 10MM x 7MM x 27MM,8750
ORS0139255,PLATE X SHAPE STD TI 1.6 8x10,140
ORS0139256,CAGE SIGNATURE LARGE,15352.5
ORS0139257,MESH OVAL 10x13IN / 26x34CM,3732.5
ORS0139258,SCRW SLF DRILLING 1.5MMx5MM,245
ORS0139259,PLATE BOX SMALL,418
ORS0139260,PLATE BOX LARGE,941.85
ORS0139261,PLATE GAP SMALL,695.2
ORS0139262,NEDL NIM PEDICLE ACCESS DISP,1875
ORS0139263,CUP TM MODULAR MULTI-HOLE 58MM,7940
ORS0139264,HEAD FEM COCR 12/14 2MM+0,1261.25
ORS0139265,GWIRE MIRACLE BRO 3-TIP 180CM,375
ORS0139266,GWIRE COR MRACLBR 4.5G 014x300,375
ORS0139267,CMPNT FEM CONSTRAINED RT SZ #8,3733.38
ORS0139268,SCRW LKNG HEX TI N/S 5MMx60MM,395.53
ORS0139269,PLATE TIB W-O TAB 8H LT 3.5MM,3483
ORS0139270,PLATE TIB W-O TAB 14H RT 3.5MM,3602.25
ORS0139271,PLATE TIB PRX 14H RT 4.5x262MM,3245.4
ORS0139272,CATH SILVERHAWK 8FRx9x113,7987.5
ORS0139273,COMPONENT FEM AVON MED,13153.75
ORS0139274,LEAD KIT SPINAL CORD 65CM,15500
ORS0139275,DRAPE WARMER DISP 48x480MM,96.88
ORS0139276,SCRW LKNG S-T T25 SS 5MMx48MM,311.35
ORS0139277,GUIDEWIRE BALL NOSE 2.0x70CM,637.5
ORS0139278,NAIL HUM UNIV 9MM x  260MM,4400
ORS0139279,SCRW CANC 4.8MM x 40MM.,372.5
ORS0139280,SCRW CANC 4.5MM x 30MM,82.5
ORS0139281,DRILL BIT 6MM x 3.8MM,452.5
ORS0139282,SCRW CANC 4.5MM x 34MM,82.5
ORS0139283,SCRW UNIV HUM FLUSH IMPING 1ST,477.5
ORS0139284,ROD PRELORDIC SS 45MM,500
ORS0139285,ROD PRELORDIC SS 40MM,500
ORS0139286,CONN CROSS 50MM,1500
ORS0139287,CAGE PILLAR TL 8 8x9x27MM,9000
ORS0139288,PLATE BRD SS LCP 7H 4.5x134MM,950.9
ORS0139289,WIRE K 0.045,55
ORS0139290,SUT IDEAL SHUTTLE 90 VP,502.5
ORS0139291,PASSER SUTURE RIGHT SHLDR CHIA,2087.5
ORS0139292,ROD EXPEDIUM Z,1430
ORS0139293,CONN ROD TO ROD 5.5MM,2946.5
ORS0139294,PLATE 4-H WITH BAR,1505
ORS0139295,VALVE AORTIC MITROFLOW 23MM,13000
ORS0139296,PIN 5MM x 150MM,281.75
ORS0139297,ROD EXT FIX BAR 8MM x 400MM,703.5
ORS0139298,IMPLN BREAST HI-PROF MEMGEL425,2312.5
ORS0139299,IMPLN BREAST HI PROF MEMGEL500,2450
ORS0139300,SIZER BREAST MOD+ MEMGEL 425ML,737.5
ORS0139301,SIZER BREAST MOD+ MEMGEL 500ML,750
ORS0139302,SIZER BREAST MOD+ MEMGEL 550ML,750
ORS0139303,SIZER BREAST MOD+ MEMGEL 700ML,738.25
ORS0139304,SIZER BREAST MOD+ MEMGEL 800ML,737.5
ORS0139305,SIZER BREAST MOD+ MEMGEL 750ML,112.5
ORS0139306,STENT ENDOPRS WALLFLEX 22MMx90,6150
ORS0139307,IMPLNT BREAST SALINE 650ML,1437.5
ORS0139308,PLATE TIB MONOBLOCK SZ#7 10MM,7450
ORS0139309,PAT STD NEXGEN 35MM x 9MM,1249.55
ORS0139310,SUCTION/IRRIGATOR STRYKFLOW II,255.35
ORS0139311,BLD SAW SAGITAL 90x25.4x0.99,237.5
ORS0139312,SCRW MULTI AXIAL 5.5MM x 40MM,2250
ORS0139313,INSRT TIB BEARING X3 SZ#4 16MM,3861.28
ORS0139314,BIT DRILL AO 2.6MMx122MM,460
ORS0139315,BIT DRILL 3.5MM,455
ORS0139316,POST LAT LT 4-HOLE,3007.5
ORS0139317,POST EXT MED 4-HOLE,2890
ORS0139318,SCRW CORT 3.5MM x 48MM,240
ORS0139319,SCRW CORT 3.5MM x 26MM,240
ORS0139320,SCRW CORT 3.5MM x 20MM,250
ORS0139321,SCRW CORT 3.5MM x 22MM,240
ORS0139322,SCRW CORT 3.5MM x 65MM,240
ORS0139323,SCRW CORT 3.5MM x 50MM,250
ORS0139324,SCRW CORT 3.5MM x 40MM,240
ORS0139325,SCRW CORT 3.5MM x 28MM,240
ORS0139326,SCRW LKNG 3.5MM x 60MM,490
ORS0139327,SCRW LKNG 3.5MM x 60MM,490
ORS0139328,SCRW LKNG 3.5MM x 30MM,490
ORS0139329,SCRW LKNG T-10 3.5MM x 18MM,510
ORS0139330,SCRW LKNG 3.5MM x 08MM,490
ORS0139331,SCRW LKNG 3.5MM x 14MM,490
ORS0139332,SCRW LKNG 3.5MM x 12MM,490
ORS0139333,SCRW LKNG T-10 3.5MM x 24MM,510
ORS0139334,SCRW LKNG 3.5MM x 55MM,490
ORS0139335,SCRW LKNG 3.5MM x 44MM,490
ORS0139336,CATH HEMOD 2 LUMN BREVIA 20CM,427.5
