Report Name:,Daily CDM,
1513761,TRAY ARTERIOGRAM,993.00
1513779,STERILE IV TUBING,193.00
1513787,NEPH CONNECTING TUBING,55.00
1513795,BIO-GUN 18G 7.5CM,889.00
1513803,CATHETER DRAINAGE 10FR,"1,241.00"
1513811,SHEATH REG,658.00
1513829,SHEATH LONG,549.00
1513837,IV CATHETER QUICK,57.00
1513845,IV CATHLON #20,128.00
1513852,IV INFUSION ST BTRFLY 21,16.00
1513860,STOPCOCKS 3-WAY NYLON,117.00
1513878,WIRE .018 COPE,667.00
1513886,SYRINGE DISP 200MI MED-RA,273.00
1513894,MONARCH SYRINGE IN2001,"2,021.00"
1513902,CATH GLIDE/SLIP,"1,027.00"
1513910,DEVICE TORQUE OTD-100,243.00
1513928,CATHETER PICS 501 MPIS,"1,331.00"
1513936,LIVER BX SET,"3,011.00"
1513944,INTRODUCER MPIS-501-NT,786.00
1513951,GUIDEWIRE V-18 150CM,"1,513.00"
1513969,GUIDEWIRE TRANSEND,"2,479.00"
1513977,TRAY ANESTHESIA EPIDURAL,807.00
1513985,KYPHX INFLATABLE BONE TAM,"10,489.00"
1513993,KYPHX OSTEO INTRODUCER,"10,472.00"
1514009,KYPHX BONE FILLER DEVICE,"1,081.00"
1514017,KYPHX CEMENT & MIXER,"1,708.00"
1514025,NEEDLE BONE BIOPSY,355.00
1514033,CEMENT DELIVERY SYSTEM EZ,"3,806.00"
1514041,SYRINGE DISCOGRAM PRESSUR,710.00
1514058,EMBOL 0.35 COILS,"1,026.00"
1514066,THROMBO CLOT BUSTER,"7,700.00"
1514231,TUNNELED DIAL CATHETER,"1,569.00"
1514249,WIRE FILTER SPIDER,"6,500.00"
1514256,BALLOON REGULAR,"4,038.00"
1514265,STENT SELF EXPANDING,"13,269.00"
1514272,WIRE COIL PUSHER,"2,156.00"
1514280,IVC FILTER PERMAMENT,"7,900.00"
1514298,IVC FILTER REMOVABLE,"7,900.00"
1514306,ACUSTICK INTRODUCER SYS,"1,526.00"
1514314,INFUSION WIRE,"2,500.00"
1514322,BILIARY CATH,"1,755.00"
1514330,INFUSION CATH,"1,630.00"
1514348,NEPHROSTOMY SYSTEM 8F,"1,526.00"
1514355,NEPH URETER INT STENT,"2,516.00"
1514363,GUIDEWIRE TRANSEND .014,"2,479.00"
1514371,GUIDEWIRE V-18 150CM,"1,513.00"
1514405,US POST THYROIDETOMY H/N,"2,278.00"
1514413,SHEATH GUIDING SHUTTLE SE,648.00
1514421,CATHETER MARATHON FLOW,"13,585.00"
1514439,TRANSEND CUIDEWIRE SOFT,"2,111.00"
1514447,GUIDEWIRE MIRAGE,"2,100.00"
1514454,GUIDEWIRE AVIGO,"1,935.00"
1514462,SNARES,"3,755.00"
1514470,INTRODUCER MPSIS-NT,786.00
1514488,BALLOON SM3 OR LESS,"4,881.00"
1514496,SHEATH CONTRALATERAL,525.00
1514504,CATH GLIDE/SLIP,"1,027.00"
1514512,CATH REG NON GLIDE,551.00
1514520,ARC STROKE SUPPORT CATH,"11,000.00"
1514538,SP BONE TUMOR ABLATION,"22,000.00"
1514553,XR SHUNT SERIES,580.00
1514579,XR PELVIS AND HIPS 2V,595.00
1514587,XR FEMUR RIGHT 1V,590.00
1514629,XR PEDIATRIC CHEST 2V,914.00
1514926,SP CONV NEPHROST TO URETE,"2,622.00"
1514934,SP ENDOLUMIN BX URET R/P,"7,532.00"
1514942,URETERAL EMBOLI OR OCCLUS,"7,532.00"
1514959,SP REMOVE BILIARY TUBE W/,"2,235.00"
1514967,SP PLACE ACCESS THR BILIA,"16,690.00"
1514975,SP REMOVAL CALCULUS BI/GB,"4,175.00"
1514983,SP BALLOON DIL BILE DUCT,0.00
1514991,SP INTRACANIAL THROMBECT,0.00
1515006,"SP PARVERTEBRAL BLOCK,THO",0.00
1515014,"SP PANVERTEBRAL BLOCK,THO",0.00
1515022,SP INTRACRANIAL INFUSION,0.00
1515030,"SP INTRACRAN INFUSION,NON",0.00
1515048,SP SHUNT WITH PERIPH PTS,"28,125.00"
1515055,SP SHUNT W/STENT INSERT,"56,850.00"
1515063,SP SHUNT W/THROMBECTOMY,"28,125.00"
1515071,XR FEMUR LEFT 1V,590.00
1515089,SP COILING CAROTID CEREBR,"22,082.00"
1515121,SP SHUNT W/THOMBECT & PER,"56,850.00"
1515139,SP SHUNT W/THROMB & PERIP,"86,175.00"
1515147,SP PTA OF CENTRAL DIALYS,"7,030.00"
1515154,SP STENT PLD IN CENT DIAL,"7,030.00"
1515162,SP DIALYSIS CIRCUIT EMBOL,"7,030.00"
1515204,MOD SEDAT-INITIAL 15MIN,130.00
1515212,MOD SEDAT-INITIAL 15MIN,70.00
1515220,MOD SEDAT-EA ADD'D 15MIN,65.00
1515238,MOD SEDAT OTHER PHY-INIT,500.00
1515246,MOD SEDAT OTHER PHY-INIT,410.00
1515253,MOD SEDAT OTHER PHY-EA AD,310.00
1515261,SP REM AND REP EXT ACC NE,"9,588.00"
1515279,COIL TARGET ULTRA 360,"10,750.00"
1515287,COIL AXIUM BARE PRIME,"8,975.00"
1515295,PIPELINE EMBO DEVICE,"71,500.00"
1515311,LIFESTREAM BALLOON COVER,"12,250.00"
1515345,NAV 6 EMBO FILTER,"8,475.00"
1515352,NEURO GLUE EMBOLIC,"19,635.00"
1515360,KIT ONYX EMBOLIC,"12,500.00"
1515394,NEURO ENTERPRISE Z STENT,"30,666.00"
1515402,NEURO CODMAN COIL,"9,998.00"
1515410,STRYKER TREVO STROKE PACK,"49,825.00"
1515444,CATD INDIGO CATHETER,"13,950.00"
1515451,LANTERN MICROCATHETER,"3,250.00"
1515469,CATD SEPATATOR,"8,400.00"
1515501,VERTEBROPLASTY CEMENT,"3,188.00"
1515519,SP CHANGE URETERAL STENT,"4,603.00"
1515535,DRUG GOATED BALLOON PTA,"7,000.00"
1515543,BARRICADE COIL,"2,975.00"
1515550,ENDOCARE AMICA MICRO PROB,"11,000.00"
1515568,PULSE RIDER DEVICE,"62,500.00"
1515600,TURBO ELITE LASER CATHETE,"16,000.00"
1515634,XR ELBOW LT 2V(POST REDUC,295.00
1515642,XR ELBOW RT 2V(POST REDUC,295.00
1515659,XR ELBOW LT 2V(SURG ONLY),295.00
1515667,XR ELBOW RT 2V(SURG ONLY),295.00
1515675,AXIUM DETACHABLE COIL,"7,000.00"
1515683,XR HAND LT 2V(POST REDUCT,540.00
1515691,XR HAND RT 2V(POST REDUCT,540.00
1515709,XR HAND LT 2V(SURG ONLY),540.00
1515717,XR HAND RT 2V(SURG ONLY),540.00
1515733,XR SHOULDER LT 2V(POST RE,295.00
1515741,XR SHOULDER RT 2V(POST RE,295.00
1515758,XR SHOULDER LT 1V(SURG ON,295.00
1515766,XR SHOULDER RT 1V(SURG ON,295.00
1515782,XR WRIST LT 2V(POST REDUC,295.00
1515790,XR WRIST RT 2V(POST REDUC,295.00
1515808,XR WRIST LT 2V(SURG ONLY),295.00
1515816,XR WRIST RT 2V(SURG ONLY),295.00
1515832,VALIENT CAPTIVIA STENT GR,"76,595.00"
1515840,EDURANT BIFURCATED GRAFT,"47,380.00"
1515857,EDURANT CONTRA LIMB GRAFT,"23,632.00"
1515865,EDURANT ILIAC EXTEN GRAFT,"23,632.00"
1515881,EDURANT AORTIC EXTEN GRAF,"35,510.00"
1515899,APTUS ENDO ANCHOR,"2,125.00"
1515907,TALENT OCCLUDER,"12,875.00"
1515915,SENTRANT INTRO SHEATH,"1,125.00"
1515931,US SCLEROTHER FLUID COLLE,"2,700.00"
1515949,SP ANGIO W/LASER ARTHEREC,"49,505.00"
1515956,"SP ANGIO,LASER ARTH&STENT","75,455.00"
1515964,SP TIBIAL/PERO ANGIO W/LA,"75,455.00"
1515980,SP TIBIAL/PERO ANG LAS/ST,"75,455.00"
1515992,POWER LASER CATHETER,"18,475.00"
1515998,POD OCCLUSION DEVICE,"8,950.00"
1516004,POD PACKING COIL,"8,950.00"
1516012,NEUROFORM ATLAS STENT,"36,250.00"
1516020,XR ANKLE LT 2V(SURG ONLY),360.00
1516038,XR ANKLE RT 2V(SURG ONLY),360.00
1516046,XR ANKLE LT 2V(POST REDU),360.00
1516053,XR ANKLE RT 2V(POST REDUC,360.00
1516087,XR FOOT LT 2V(SURG ONLY),360.00
1516095,XR FOOT RT 2V(SURG ONLY),360.00
1516103,XR FOOT LT 2V(POST REDUCT,360.00
1516111,XR FOOT RT 2V(POST REDUCT,360.00
1516129,XR KNEE LT 2V(SURG ONLY),360.00
1516137,XR KNEE RT 2V(SURG ONLY),360.00
1516145,XR KNEE LT 2V(POST REDUCT,360.00
1516152,XR KNEE RT 2V(POST REDUCT,360.00
1516160,XR TIBIA-FIBULA LT(SURG),360.00
1516178,XR TIBIA-FIBULA RT(SURG),360.00
1516186,XR TIBIA-FIBULA LT(POST R,360.00
1516194,XR TIBIA-FIBULA RT(POST R,360.00
1516228,XR KNEE LT 2V WEIGHT BEAR,360.00
1516236,XR KNEE RT 2V WEIGHT BEAR,360.00
1516244,PROTEGE CAROTID STENT,"10,875.00"
1516251,SPIDER EMBLC PRTC DVC,"7,975.00"
1516269,OPTIMA COIL,"7,975.00"
1520006,HH-MOTHERS DAY SCRN MAMMO,65.00
1520030,HH-SCRN MAMMO DIGITAL,734.00
1520048,HH-SCRN MAMMO W/IMP DIGTL,734.00
1520055,HH-NOTHERS DAY MAMMO W/IM,65.00
1550086,XR HIP BILAT AP 4 VIEW,"1,236.00"
1560242,GASTROJEJUNOSTOMY TUBE ST,"1,235.00"
1590173,BP MASTECTOMY BRA,80.00
1590199,BP WIG PROSTHESIS,0.00
1590223,BP EXT BREAST PROS GARMNT,120.00
1590488,BC US GUIDED CORE BX,"1,734.00"
1590496,BP GRADIENT PRESS SLEEVE,0.00
1590520,BP GRADIENT COMP STK 18-3,0.00
1590538,BP GRAD COMP STK BN30-40,0.00
1590546,BP GRAD COMP STKBN40-50MM,0.00
1590553,BP GRAD COMP STKTH 18-30M,0.00
1590561,BP GRAD COMP STKTH30-40MM,0.00
1590579,BP GRAD COMP TL 40-50MM,0.00
1590587,BP GRAD COMP STKWH18-30MM,0.00
1590645,BP GRAD COMP STKWH30-40MM,0.00
1590652,BP GRAD COMP STK WH40-50M,0.00
1590686,BP GRADIENT COMP GLOV RTW,0.00
1590694,BP GRAD COMP SLEEVE RTW,0.00
1590702,BP LYMPHEDEMA BANDAGES/PK,0.00
1590710,BP THOR COMPRESS GARMENT,508.00
1590728,BP BREAST PROSTHESIS&FRM,555.00
1590736,BP BREAST PROSTHESIS FORM,630.00
1590744,BP BREAST PROSTHESIS FORM,630.00
1590751,BP BREAST PROSTHESIS FORM,630.00
1590769,BP MASTECTOMY FORM LEFT,350.00
1590777,BP MASTECTOMY FORM RIGHT,350.00
1590785,BP MASTECTOMY FORM BILAT,700.00
1590793,BP CSTM BREAST PRSTHSS LT,"3,240.85"
1590801,BP CSTM BREAST PRSTHSS RT,"3,240.85"
1590819,BP CSTM BRST PRSTHSS BIL,"6,481.70"
1590827,BP PROSTHETIC NIPPLE REUS,64.00
1595271,INTERVENTIONAL BIOPSY 2,"8,714.00"
1595289,INT BIOPSY 2 ADD'L SITE,"6,980.00"
1595297,BC INTRVNT'L RADIOLOGY 1,"1,911.00"
1595305,BC INTRVNTL RADIOLOGY 3,"4,463.00"
1595313,BC SURG SPECIMEN EXAM,606.00
1595321,BC US VACUUM ASSISTED BX,"1,734.00"
1595347,BC GUIDANCE FLUID ASPIRTN,"1,734.00"
1595461,PERITONEAL CATH KIT,"2,729.00"
1595479,BP REDUCTION KIT A6545,192.00
1595487,CATH TRANSLUMINAL DRUG CO,0.00
1595489,MIDLINE INSERTION - OP,"2,800.00"
1600154,PTCA SINGLE VESSEL,"24,471.00"
1600717,LOW OSMOLAR CONT 300-399M,2.00
1600725,IMAG SPVSN INJ CATH ANGIO,569.00
1600733,IMAG SPRVN CORNOARY ANGIO,569.00
1600766,EP EVAL ICD GEN&LD NW IMP,"3,846.00"
1600774,ANGIO RENAL UNIL SEL S&I,"13,574.00"
1600782,ANGIO RENAL BILAT SEL S&I,"13,574.00"
1600816,SP ANGIOPLASTY INIT ART,"28,125.00"
1600865,RIGHT HEART CATH ONLY,"19,244.00"
1600873,SELECTIVE CORONARY ONLY,"23,862.00"
1600881,SELECTIVE CORONARY W/GRFT,"32,757.00"
1600899,SLCTV CRNRY W/RT HRT CATH,"47,725.00"
1600907,SLCT CRN W/GRFTS&RT HRT C,"45,661.00"
1600915,SLCTV CRNRY W/LT HRT CATH,"28,452.00"
1600923,SLC CRNRY W/GRFTS&LT HRTC,"37,345.00"
1600931,SLCT CRNRY W/RT7LT HRT CA,"52,314.00"
1600949,SLC CRN W/R&L HRT CTHW/GR,"49,361.00"
1600956,LT HRT CATH W/TRSSPTL PNC,"17,823.00"
1600964,AORTIC ROOT W/93460&93461,569.00
1600972,RADIAL OR MICROPUNCT KIT,0.00
1600980,PERIVAC KIT,0.00
1600998,INTRCRNRY STNT PLC NODES,"44,634.00"
1601004,AORTOGRAPHY INJECTION,"3,496.00"
1601012,ARTERIAL CONDUIT INJ,"3,417.00"
1601020,BIOPSY FORCEPS,"1,627.00"
1601038,BIOPSY SHEATHS,299.00
1601046,CARDIA OUTPUT SEP PROCEDR,"1,428.00"
1601053,CRNRY STNT PLC EA ADD DES,"44,634.00"
1601061,CUSTOM CATH LAB PACK,0.00
1601079,ADD'L DIAGNOSTIC CATHETER,0.00
1601087,DIAGNOSTIC LONG SHEATH,310.00
1601103,GRAFTS INJECTION,"3,757.00"
1601111,ADD'L DIAG WIRE,0.00
1601129,IABP INSERTION,"26,562.00"
1601137,PCT BARE METAL STENT,0.00
1601145,INTRCRNRY STNT PLCMT DES,"44,634.00"
1601160,LT HEART CATHETERIZATION,"12,526.00"
1601194,LV ANGIOGRAPHY,"3,132.00"
1601236,PACEMAKER SUPPLIES,0.00
1601244,PACEMAKER TRASMITTER,0.00
1601251,PERMANENT PACEMAKER RMOVL,"3,259.00"
1601269,PERMANENT PACER INSERT AT,"4,022.00"
1601277,PERMANENT PACER INST LEAD,"5,375.00"
1601285,PERMANENT PACER INS VENTC,"4,022.00"
1601301,PTCA ADDITIONAL VESSEL,"24,471.00"
1601327,PCI GUIDE WIRE,0.00
1601335,PTCA GUIDING CATHETER,666.00
1601343,INFLATION DEVICE,0.00
1601350,PTCA KIT,0.00
1601368,PULMONARY ANGIO,"4,067.00"
1601376,RIGHT HEART CATHETERZTN,"6,564.00"
1601384,RT/LT HEART CATHETERIZTN,"15,498.00"
1601426,SELECT CORONARY ANGIOGRPH,"3,883.00"
1601434,SWAN GANZ INSERTION,"1,170.00"
1601442,TEMP PACEMAKER INSERT,"1,329.00"
1601459,TEMP PACEMAKER WIRE,997.00
1601541,PHARM AGNT ADMN NITRC OXD,535.00
1601574,STENT COR MAGIC WALL LONG,"12,354.00"
1601590,STENT COR MAGIC WALL SHRT,"8,361.00"
1601616,CRNRY STNT PL EA AD NODES,"44,634.00"
1601640,CANCELLED CATH LAB PROCED,"1,911.00"
1602721,CARDIAC LOOP RECORDER,0.00
1602747,SWAN GANZ CATHETER,0.00
1602754,INTRAVAS STNT ILIAC UNILT,"24,475.00"
1602762,INSRT BIVENT PCR GEN ONLY,"46,925.00"
1602770,INSERT SC PACER GEN ONLY,"40,220.00"
1602804,STENT COAT/CVR W/DLVRY SY,0.00
1602812,PCI BALLOON CATHETER,0.00
1602820,CATHETER GUIDING,0.00
1602838,PACEMKR DUAL CHAMB RATE R,0.00
1602846,PACEMAKER SNGL CHAMB RATE,0.00
1602853,PACEMKR SNGL CHAMB NON-RT,0.00
1602879,GUIDE WIRE,0.00
1602903,PACEMKR DUAL CHAMB NON-RT,0.00
1602929,CLOSURE DEV VASCLR IMPANT,0.00
1602937,"LEAD,CARD-DEFIB,ENDO-DL C",0.00
1602945,"LEAD,CARD-DEFIB,ENDO-SGL",0.00
1602960,"CARDIOVERTER-DEFIB,SGL CH",0.00
1602986,CLOSURE DEVICE,0.00
1603000,PERCUT CORONARY THROMBCTY,"2,004.00"
1603018,ANGIOJET PUMP KIT,0.00
1603026,THROMBECTOMY CATHETER,0.00
1603034,ANGIO-SEAL PLACEMENT,430.00
1603042,LEAD PACER T-VEIN VDD SNG,0.00
1603067,AICD OTH THAN SLG OR DUAL,0.00
1603075,LEAD AICD NON-SGL OR DL C,0.00
1603083,LEAD PACR N T-VEIN VDD SG,0.00
1603109,PACER NOT SING OR DUAL CH,0.00
1603117,AICD DUAL CHAMBER,0.00
1603125,AICD SINGLE CHAMBER,0.00
1603133,LEAD PACER AICD COMBINATN,0.00
1603141,LEAD LV COR VENOUS SYSTEM,0.00
1603158,LEAD AICD ENDOCARD SG COI,0.00
1603190,EMBOLIC PROTECTION DEVICE,0.00
1603208,FFR HEART FLOW RSRV MSR,"1,447.00"
1603216,EXT ELCTRCL CARDIOVERSION,"2,557.00"
1603224,FLUOROSCOPY UP TO 1 HR,"1,462.00"
1603232,COR ATHR W PTCA SNGL VSSL,"44,634.00"
1603240,COR ATHR W PTCA ADD VSSL,"44,634.00"
1603257,PERC ATHER W STENT DES,"44,634.00"
1603265,PERC ATHER W STENT NO DES,"44,634.00"
1603273,PRC ATHR W STNT NO DES AD,"44,634.00"
1603281,PRC ATHR W STNT DES ADD V,"44,634.00"
1603299,REVASC COR GRAFT W DES,"44,634.00"
1603307,REVASC COR GRAFT W NO DES,"44,634.00"
1603315,REVAS COR ADD GRAFT W DES,"44,634.00"
1603323,RVS COR ADD GRFT W NO DES,"44,634.00"
1603349,REVAS STEMI W DES,"44,634.00"
1603356,REVAS STEMI W NO DES,"44,634.00"
1603364,REVAS CTO W DES,"44,634.00"
1603372,REVAS CTO W NO DES,"44,634.00"
1603380,REVAS CTO W DES ADD VES,"44,634.00"
1603398,REVAS CTO W NO DES ADD VE,"44,634.00"
1604230,EP ABL THERMOCOOL BIDIR,"13,720.00"
1604248,EP ABL THERMOCOOL UNIDIR,"13,720.00"
1604255,EP ABL THERMO SMRT BIDIR,"13,720.00"
1604263,EP ABL THERMO SMRT UNIDIR,"13,720.00"
1604271,EP ABL NAVISTAR 4MM BIDIR,"13,720.00"
1604289,EP ABL NAVISTR 4MM UNIDIR,"13,720.00"
1604297,EP ABL NAVISTAR 8MM BIDIR,"13,720.00"
1604305,EP ABL NAVISTR 8MM UNIDIR,"13,720.00"
1610609,PERCLOSE VAS CLOSEURE DEV,"1,648.00"
1610815,INSERT/REPL SUB-Q SYSTEM,"143,862.00"
1610823,INSERT SUB-G LEAD ONLY,"26,430.00"
1610831,REPLACE SUB-Q GENRTR ONLY,"143,682.00"
1610849,REMOVE SUB-G GENRTR ONLY,"13,311.00"
1610856,REMOVE SUB-Q LEAD ONLY,0.00
1610864,REVISE SUB0G GEN OR LEAD,"13,311.00"
1610872,EVAL OF SUB-Q GENENRATOR,500.00
1610880,SUB-Q ICD GENERATOR,0.00
1610898,SUB-Q ICD LEAD,0.00
1612936,AORTOGRPHY ABDMN W/ILEOFM,"16,050.00"
1612944,GUIDELINER CATHETER,"2,304.00"
1612951,PCI DRUG ELUTING STENT,0.00
1612969,"VENOGRAM,UNILAT EXTREMITY","3,945.00"
1612977,"VENOGRAM, BILAT EXTREMITY","2,929.00"
1612993,ABDOMINAL AORTOGRAM,"4,693.00"
1613009,ABD AORTOGRAM W RUN-OFF,"16,050.00"
1613017,ANGIOGRAPHY EXTREM UNILAT,"8,891.00"
1613025,ANGIOGRAPHY EXTREM BILAT,"8,891.00"
1613066,"VENOGRAPHY,SINUS OR JUGLR","8,921.00"
1613140,"ANGIO,EA ADD SEL VES AFTR","4,778.00"
1613157,THORACIC AORTOGRAM,"8,891.00"
1613264,"ANGIO,VISCERAL SEL EA VES","8,891.00"
1613306,"ANGIO,PULM SELECT UNLAT","4,982.00"
1613314,"ANGIO,PULM SELECT BILAT","8,891.00"
1613322,"ANGIO,PULM NON-SELECTIVE","4,982.00"
1613371,RENAL SELECTIVE UNILAT,"4,738.00"
1613397,STENT ARTERY RENAL,"12,681.00"
1613504,STENT ARTERY ADD'L RENAL,"12,681.00"
1613512,VISIPAQUE 300-399MG/ML,33.00
1613546,EP RT VENTRICULAR RECORD,"19,012.00"
1613553,"EP MAP TACHYCARDIA,ADD-ON","19,012.00"
1613561,EP INTRA-ATRIAL PACING,"19,012.00"
1613579,EP INTRACVENTRICL PACING,"19,012.00"
1613587,"EP ELECTROPHYS MAP,3D,ADD","19,012.00"
1613595,EP ESOPHAGEAL RECORDING,"19,012.00"
1613603,EP ESOPHAGEAL RECORD W/PA,"19,012.00"
1613629,EP COMPREH EP W/O INDUCTN,"19,811.00"
1613637,EP COMPREH EP W INDUCTION,"19,811.00"
1613645,EP LA RECORD&PACING FRM C,"19,811.00"
1613652,EP LV RECORDING & PACING,"19,811.00"
1613660,EP STIM POST IV DRUG INF,"19,012.00"
1613678,EP F/U TESTING (NIPS),"19,811.00"
1613686,EP EVAL PRE PL ICD(NIPS),"7,089.00"
1613694,EP ABLATION AV NODE,"27,446.00"
1613702,COMP EPS W/ SVT ABLATN,"67,794.00"
1613710,COMP EPS W/ VT ABLTN &3D,"67,794.00"
1613728,EP TILT TABLE EVALUATION,"3,064.00"
1613736,TRANSEPTAL HEART CATH,"21,419.00"
1613751,EP EVAL ICD LEAD ONLY,636.00
1613769,EP BUNDLE OF HIS RECORDNG,"19,012.00"
1613777,EP INTRA-ATRIAL RECORDING,"19,012.00"
1613785,EP INTRACARDIAC ECG (ICE),"23,136.00"
1613793,AFIB ABLATION (W) TRANSPT,"67,794.00"
1613801,INTERVENTIONAL CARDIO 1,"1,911.00"
1613835,INTERVENTIONAL CARDIO 4,"10,144.00"
1613843,INTERVENTIONAL CARDIO 5,"14,201.00"
1613850,INSRT NW SC PACER RA SYS,"26,825.00"
1613868,INSRT NEW RV SC PACER SYS,"26,825.00"
1613876,INSERT NEW DC PACER (SYS),"26,825.00"
1613900,INSERT SC PACER GEN ONLY,"26,825.00"
1613926,UPGRADE PACER SC TO DC,"26,825.00"
1613934,REPOSITION ELECT PACR/AIC,"8,959.00"
1613942,INSRT SNGL ELECTRD ABY DV,"25,984.00"
1613959,INSRT 2 ELECTRDS ANY DEV,"25,984.00"
1613967,RPR SNGL ELECTRD ANY DEV,"8,959.00"
1613975,RPR 2 ELECTRODE AND DEV,"8,959.00"
1613983,REVISE/RELOC POCKET-PACER,"5,206.00"
1613991,REVISE/RELOCATE POCKET IC,"5,622.00"
1614007,INSRT LV LEAD TO EXST DVC,"26,825.00"
1614015,INSRT LV LEAD TO NEW IMPL,"26,825.00"
1614023,REPOSIT LV LD RMV/RPL AIC,"8,959.00"
1614031,REMOVE PACER GENERATOR,"26,825.00"
1614049,RMV LEAD FROM SC PACEMKR,"26,825.00"
1614056,RMV LEAD FROM DC PACEMKR,"26,825.00"
1614064,INSERT SC ICD GEN ONLY,"26,825.00"
1614072,REMOVE LEAD(S) ICD,"8,959.00"
1614080,INSRT NEW SC-DC ICD SYS,"33,531.00"
1614098,RMV ICD GEN.ONLY SC OR DC,"33,531.00"
1614106,IMPLANT CARDIAC RECORDER,"26,828.00"
1614114,REMOVE CARDIAC RECORDER,"3,301.00"
1614122,REPLACE BIVENT ICD GEN,"53,500.00"
1614130,REPLACE SC ICD GEN ONLY,"53,500.00"
1614148,REPLACE DC ICD GENERATOR,"53,500.00"
1614155,INSERT DC ICD GEN ONLY,"53,500.00"
1614163,INSRT BIVENT ICD GEN ONLY,"53,500.00"
1614171,REPLACE DC PACER GEN,"47,027.00"
1614189,REPLACE BIVENT PACER GEN.,"47,027.00"
1614197,INSERT DC PACER GEN ONLY,"47,027.00"
1614205,REPLACE SC PACER GEN ONLY,"42,908.00"
1614213,FLUTTER ABL W/AFIB ABL,535.00
1614221,SECOND ARRHYTHMIA W/AFIB,535.00
1614452,DEFLECT D-TYPE CATH DECA,"3,256.00"
1614460,DEFLECT D-TYPE CATH QUAD,"2,258.00"
1614478,QUAD CATH FIXED EP,799.00
1614486,REFLEX SPIRAL DUO-DECA EP,"8,477.00"
1614494,LIVEWIRE DUO-DECA LG CURV,"5,486.00"
1614502,OPTIMA LASSO EP,"8,477.00"
1614510,QUAD SUPREME FIXED EP,"1,695.00"
1614528,DEFLECTABLE DECA EP,"3,491.00"
1614536,ARRAY CATHETER EP,"25,614.00"
1614544,NAV X SURFACE ELCTR KIT,"8,112.00"
1614551,LBL ABLATION EP,"7,973.00"
1614569,SAFIRE ABLATION EP,"6,584.00"
1614577,DECAPOLAR FX LSL W LUMEN,"3,592.00"
1614585,COOLPATH ABLATION EP,"13,022.00"
1614593,TRANSSEPTAL NEEDLE EP,"2,049.00"
1614601,AGILIS NXT INTRODUCER EP,"8,531.00"
1614619,TRANSSEPTAL SHEATH INTROD,"1,538.00"
1614627,ABL LIVEWRE TC LG 7FR 4M,"5,078.00"
1614635,BW HEX D CRV 6FR 222,"4,236.00"
1614643,BW HEX FIX 6FR 222,"1,793.00"
1614650,SOUNDSTAR ULTRASOUND CATH,0.00
1614668,INTRO SEPT 8FR,"1,592.00"
1614676,INTRO SAFL 8FR 60CM,"1,437.00"
1614684,TRIO INTRO 12FR,320.00
1614692,INTRO RAMP 8FR 60CM,"1,397.00"
1614700,DECA LIVEWIRE MED,"3,445.00"
1614718,DECA LIVEWIRE XL,"3,445.00"
1614726,DECA CSL 6FR 282,"2,866.00"
1614734,DECA CSL 7 FR 120CM,"2,902.00"
1614742,ABL COOLPATH BR MD,"11,838.00"
1614759,ABL COOLPATH BR XL,"11,838.00"
1614767,ABL COOLPATH BR LG,"11,838.00"
1614775,DUPLEX SCAN EXT VEINS LMT,"1,413.00"
1614783,ATTAIN VENOGRAM BALLOON,0.00
1614791,WHISPER EDS WIRE,0.00
1614809,WHOLEY WIRE 175CM,761.00
1614817,WRENCH KIT PACER,350.00
1614825,WORLEY GUIDE CSG,"1,260.00"
1614833,COPILOT,381.00
1614841,SAFE SHEATH,567.00
1614858,ATTAIN SELECT,0.00
1614866,FILTER WIRE,0.00
1614874,VENTURE CONTROL CATHETER,0.00
1614882,CATH TORNUS,963.00
1614890,TWIN PASS CATHETER,0.00
1614908,BENT TIP RETREVAL CATH,0.00
1614916,MICRO SNARE,0.00
1614924,PM NO ADJUSTMENT,308.00
1614932,PM TRANSTELEPHONIC,308.00
1614940,PM REP SINGLE W/ADJUSTMEN,431.00
1614957,PM REP DUAL W/ADJUSTMENT,431.00
1614965,CW NUC ISOTOPE STRESS TST,"2,035.00"
1614973,CW EVENT MONITORING,"1,061.00"
1614981,CW EVENT RECRDNG-HOOK UP,706.00
1614999,CW LOWER EXT ART DOPPLER,"1,167.00"
1615004,CW LWR EXT VENOUS DOPPLER,"2,389.00"
1615012,CW UPPR EXT VENUS DOPPLER,"2,389.00"
1615020,CW UPPR EXT ARTRL DOPPLER,"1,167.00"
1615038,CW UPPR EXTREMITY DUPLEX,"2,389.00"
1615046,CW LOWER ART DUPLEX SCAN,"2,389.00"
1615053,CW CARTD ULTRASND (DPLX),"2,477.00"
1615079,CW SECTOR ECHOCARDIOGRAM,"5,307.00"
1615129,CW DOPPLER ECHOCARDIOGRPH,"1,769.00"
1615137,CW DOPPLER COLOR FLOW,"1,769.00"
1615145,CW HOLTR MNTR SCAN & RPRT,"3,304.00"
1615152,HLT MNTR HOOKUP & RECORD,"1,171.00"
1615160,CW ECHOCARDIOGRAM/EX TEST,"1,769.00"
1615178,CW PHARM STRESS TEST,"2,035.00"
1615194,CW NUC ISOTP PHARMCLGCL,"2,035.00"
1615202,CW STRESS TEST,"2,035.00"
1615210,CW STRESS TEST W/ECHO,"2,035.00"
1615228,CW AICD/BIIV INTERROGATN,270.00
1615244,CW AICD PRGRMNG DUAL LEAD,270.00
