IVNUM,IVDESC, Price 
5000195,XR CALCANEUS LT,$348.00 
5000196,XR CALCANEUS BILAT,$564.00 
5000197,XR CALCANEUS RT,$348.00 
5000198,XR ORBITS 1V,$464.00 
5000199,XR TOE LT,$338.00 
5000200,XR TOE RT,$338.00 
5000205,XR SKULL 1V,$199.00 
5000210,XR SKULL 2-3V,$404.00 
5000215,XR SKULL 4V,$580.00 
5000220,XR NASAL BONES,$464.00 
5000224,XR ORBITS LT,$559.00 
5000225,XR ORBITS RT,$559.00 
5000235,XR FACIAL LTD,$371.00 
5000239,XR FL GUID NEPHROSTOMY TUBE CHANGE,"$1,390.00 "
5000250,XR SPINE ENTIRE AP/LAT,$484.00 
5000254,XR SINUS 1V,$464.00 
5000260,XR SINUS 3V,$464.00 
5000265,XR MANDIBLE 1-3V,$312.00 
5000270,XR MANDIBLE 4V,$414.00 
5000290,XR SOFT TISSUE NECK,$338.00 
5000295,XR SPINE 1V,$206.00 
5000296,XR LUMBAR 1V,$206.00 
5000297,XR THORACIC 1V,$206.00 
5000300,XR SPINE ENTIRE 1V (E.G. SCOLIOSIS),$346.00 
5000301,XR GUIDED BONE MARROW ASPIRATION,"$1,060.00 "
5000309,XR CERVICAL SPINE 1 VIEW,$206.00 
5000310,XR CERVICAL SPINE 2-3 VIEWS,$522.00 
5000315,XR CERVICAL SPINE 4-5 VIEWS,$577.00 
5000320,XR CERVICAL SPINE 6+ VIEWS,$696.00 
5000324,XR THORACIC 2V,$341.00 
5000325,XR THORACIC 3V,$499.00 
5000326,XR THORACOLUMBAR 2V,$375.00 
5000330,XR LUMBAR LTD 2-3V,$426.00 
5000332,XR LUMBAR W BENDING LTD,$620.00 
5000335,XR LUMBAR 4+V,$522.00 
5000340,XR LUMBAR W BENDING COMP,$620.00 
5000344,XR SACROILIAC JOINTS,$348.00 
5000350,XR SACRUM & COCCYX,$402.00 
5000351,XR SACRUM,$402.00 
5000352,XR COCCYX,$402.00 
5000355,XR PELVIS 1V,$224.00 
5000360,XR PELVIS 2V,$324.00 
5000365,XR BONE AGE HAND AND WRIST,$212.00 
5000369,XR CHEST 2V W/OBLIQUES,$506.00 
5000370,XR CHEST 1V,$325.00 
5000375,XR CHEST 2V,$500.00 
5000380,XR CHEST 3V,$480.00 
5000399,XR RIBS LT W/PA CHEST,$511.00 
5000400,XR RIBS RT W/PA CHEST,$511.00 
5000401,XR RIBS BILAT WO PA CHEST,$571.00 
5000402,XR RIBS LT WO CHEST,$464.00 
5000403,XR RIBS RT WO CHEST,$464.00 
5000405,XR RIBS BILAT W PA CHEST,$811.00 
5000415,XR ABDOMEN 2V,$557.00 
5000416,XR ABDOMEN 3V,$563.00 
5000420,XR ABDOMEN SERIES W/1V CXR,$696.00 
5000480,XR COLON WO AIR CONTRAST,$927.00 
5000485,XR COLON W AIR CONTRAST,$927.00 
5000490,XR UGI W A/C,$927.00 
5000491,XR UGI/SM BOWEL WO A/C,"$1,347.00 "
5000492,XR UGI WO A/C,$811.00 
5000493,XR UGI GASTROGRAFIN,$927.00 
5000494,XR UGI/SM BOWEL W A/C,"$1,159.00 "
5000505,XR CYSTOGRAM,$429.00 
5000506,XR FL GUID CENT VENOUS ACCESS CHECK,$373.00 
5000508,XR CYSTOGRAM INJ PROCEDURE,$209.00 
5000510,XR VOIDING CYSTOGRAM,$696.00 
5000525,XR KNEE ARTHROGRAM,"$1,122.00 "
5000527,XR INJ PROC KNEE ARTHROGRAM RT,$296.00 
5000529,XR SHOULDER LT ARTHROGRAM,"$1,122.00 "
5000530,XR SHOULDER RT ARTHROGRAM,"$1,122.00 "
5000532,XR INJ PROC SHOULDER ARTHROGRAM,$378.00 
5000533,XR INJ PROC WRIST ARTHROGRAM,$287.00 
5000535,XR HYSTEROSALPINGOGRAM,$696.00 
5000536,XR INJ PROC HSG,$305.00 
5000556,XR OR CHOLANGIOGRAM,$640.00 
5000560,XR RETROGRADE PYELOGRAM,$644.00 
5000565,XR FLUORO <1HR,$377.00 
5000567,XR FL GUID FOR NDL PLCMNT,$363.00 
5000570,XR RETROGRADE URETHROGRAM,$742.00 
5000582,XR INJ PROC ELBOW ARTHROGRAM,$291.00 
5000615,XR BONE SURVEY ADULT COMP,$955.00 
5000630,XR SMALL BOWEL,$633.00 
5000635,XR ESOPHOGRAM,$638.00 
5000636,XR SWALLOWING FUNCTION,$658.00 
5000665,XR ABDOMEN 1V,$336.00 
5000787,XR PICC LINE REPLACEMENT,"$2,587.53 "
5000788,XR PICC LINE W/O SUBQ PORT/PUMP AGE 5>,"$2,047.00 "
5000789,XR CV CATH INSERT NON TUNNEL WO PORT/PUM,"$4,255.00 "
5000802,XR GUID PERC/DRAIN CATH CHANGE W/CONTRAS,$497.00 
5000804,XR FL GUID CENTRAL VENOUS DEVICE,$363.00 
5100005,FLUORO GUIDANCE TUBE PATENCY CHECK PC,$387.00 
5100006,A-C JOINTS PC,$58.00 
5100008,XR LAMAESTRA X-RAY INTERPRETATION PC,$25.00 
5100010,STERNO CLAV JT PC,$62.00 
5100012,SURGICAL SPECIMEN PC,$45.00 
5100014,PHAR/LARYNX WFLUORPC,$90.00 
5100015,STERNUM PC,$56.00 
5100016,ARTHROCENTESIS LARGE JOINT PC,$156.00 
5100017,ARTHROCENTESIS SMALL JOINT PC,$125.00 
5100018,ARTHROCENTESIS INTERMEDIATE JOINT PC,$131.00 
5100019,SI JOINT INJECTION,$498.00 
5100020,SCAPULA PC,$50.00 
5100022,ARTHRO INTERMEDIATE JOINT BILAT PC,$262.00 
5100025,CLAVICLE 1V PC,$46.00 
5100029,SCAPULA BILAT PC,$131.00 
5100030,CLAVICLE 2V PC,$44.00 
5100031,CLAVICLE 2V BILAT PC,$87.00 
5100035,SHOULDER 1V PC,$44.00 
5100036,FOOT 1V BILAT PC,$44.00 
5100039,SHOULDER 2V BILAT PC,$52.00 
5100040,SHOULDER 3V PC,$61.00 
5100041,SHOULDER 3V BI PC,$92.00 
5100042,SHOULDER 1V BILAT PC,$74.00 
5100048,SHOULDER 4V BILAT PC,$116.00 
5100050,HUMERUS 2V PC,$46.00 
5100051,HUMERUS 2V BILAT PC,$24.00 
5100052,LUMBAR PUNCTURE DIAGNOSTIC PC,$392.00 
5100053,FLUORO GUIDANCE G OR C TUBE CHANGE PC,"$1,541.00 "
5100054,FLUORO GUIDANCE G-J TUBE CHANGE PC,"$2,109.00 "
5100055,ELBOW 2V PC,$44.00 
5100057,ELBOW 1V PC,$44.00 
5100060,ELBOW 3+V PC,$48.00 
5100061,ELBOW 3+V BILAT PC,$108.00 
5100062,ELBOW 2V BILAT PC,$77.00 
5100066,FOREARM 2V BILAT PC,$87.00 
5100068,HAND 1V PC,$34.00 
5100070,FOREARM 2V PC,$46.00 
5100080,WRIST 2V PC,$46.00 
5100083,ZYGOMATIC ARCHES PC,$55.00 
5100085,WRIST 3+V PC,$48.00 
5100086,WRIST 2V BILAT PC,$92.00 
5100087,WRIST 3+V BILAT PC,$96.00 
5100088,INJ LUMBAR STEROID OR ANESTH TRANSFOR PC,$541.00 
5100089,EPIDUROGRAM PC,$217.00 
5100095,HAND 2V PC,$46.00 
5100096,C-ARM<1 HOUR PC,$80.00 
5100099,FOREIGN BODY 1V PC,$50.00 
5100100,HAND 3V PC,$48.00 
5100101,HAND 3V BILAT PC,$96.00 
5100102,HAND 2V BILAT PC,$68.00 
5100105,FINGER PC,$38.00 
5100106,FINGER BILAT PC,$65.00 
5100107,JOINT SURVEY BILAT PC,$68.00 
5100108,HAND 1V BILAT PC,$46.00 
5100109,FINGER 1V PC,$38.00 
5100110,HIP UNI 1V WITH OR WO PELVIS PC,$52.00 
5100111,LUMBAR PUNCTURE THERAPEUTIC PC,$487.00 
5100113,CORE NEEDLE BIOPSY BREAST PC,"$1,597.00 "
5100115,HIP BILAT 2V W OR WO PELVIS,$64.00 
5100122,HIP OPERATIVE PC,$58.00 
5100124,HIPS UNILAT 2 VIEWS W OR WO PELVIS,$62.00 
5100125,HIP ARTHROGRAM PC,$158.00 
5100126,INJECTION PROCEDURE HIP PC,$457.00 
5100128,ANKLE ARTHROGRAM PC,$157.00 
5100130,FEMUR 1V PC,$46.00 
5100131,PELVIS 5VPC,$60.00 
5100132,LONGLEG WTBEARING PC,$89.00 
5100135,FEMUR 2V PC,$52.00 
5100136,FEMUR 2V BILAT PC,$104.00 
5100137,PELVIS 3V PC,$60.00 
5100140,KNEE SINGLE (1) PC,$44.00 
5100145,KNEE 1-2VPC,$46.00 
5100146,KNEE STD AP BIL PC,$48.00 
5100147,KNEE 3V PC,$52.00 
5100148,KNEE 3V BILAT PC,$105.00 
5100149,KNEE 1-2V BILAT PC,$87.00 
5100150,KNEE 4+V PC,$62.00 
5100151,EXT INF UPPER BI PC,$77.00 
5100152,EXT INF LOWER UNI PC,$45.00 
5100153,EXT INF LOWER BI PC,$77.00 
5100154,EXT INFANT UPR UNIPC,$45.00 
5100155,TIBIA-FIBULA 1V PC,$42.00 
5100156,TIBIA-FIBULA 2V BIPC,$87.00 
5100160,TIBIA-FIBULA 2V PC,$46.00 
5100161,KNEE 4+V BILAT PC,$111.00 
5100170,ANKLE 2V PC,$46.00 
5100172,ANKLE 1V PC,$46.00 
5100173,STRESS VIEWS,$237.00 
5100175,ANKLE COMPLETE 3-5V PC,$48.00 
5100176,ANKLE 2V BILAT PC,$92.00 
5100177,ANKLE COMP BILAT PC,$96.00 
5100181,WRIST ARTHROGRAM PC,$157.00 
5100183,TOE ARTHROGRAM PC,$242.00 
5100185,FOOT 2V PC,$43.00 
5100186,FOOT 1V PC,$34.00 
5100190,FOOT 3V PC,$47.00 
5100191,FOOT 3V BILAT PC,$94.00 
5100192,FOOT 2V BILAT PC,$194.00 
5100195,CALCANEUS-HEEL PC,$45.00 
5100196,CALCANEUS BILAT PC,$74.00 
5100200,TOES PC,$37.00 
5100201,TOE BILAT PC,$68.00 
5100205,SKULL 1V,$70.00 
5100206,XR OP VISIT ESTAB EVAL AND MANAGEMENT PC,$220.00 
5100208,SELLA TURCICA PC,$54.00 
5100215,SKULL 4V PC,$97.00 
5100220,NASAL BONES PC,$48.00 
5100225,ORBITS PC,$78.00 
5100230,T M JOINTS BILAT PC,$70.00 
5100235,FACIAL LIMITED PC,$57.00 
5100239,FLUORO GUID NEPHROSTOMY TUBE CHANGE PC,$466.00 
5100240,FACIAL COMPLETE 4 V,$74.00 
5100250,SPINE ENTIRE AP-LAT,$89.00 
5100254,SINUS 1V PC,$48.00 
5100255,SINUS 2V PC,$48.00 
5100260,SINUS 3+V PC,$70.00 
5100262,OPTIC FORAMINA PC,$62.00 
5100265,MANDIBLE 1-3V PC,$50.00 
5100270,MANDIBLE 4V PC,$70.00 
5100280,MASTOID PC,$96.00 
5100290,SOFT TISSUE NECK PC,$47.00 
5100295,SPINE ONE VIEW PC,$42.00 
5100300,THORACIC LUMBAR STANDING(SCOLIOSIS)1V PC,$74.00 
5100310,CERVICAL SPINE 2 OR 3 VIEWS PC,$62.00 
5100315,CERVICAL SPINE 4 OR 5 VIEWS PC,$87.00 
5100320,CERVICAL SPINE 6 OR MORE VIEWS PC,$101.00 
5100322,THORACIC SPINE 2V PC,$62.00 
5100323,THORACIC SPINE 4V PC,$61.00 
5100325,THORACIC SPINE 3V PC,$61.00 
5100326,THORACOLUMBAR JUNCTION 2V PC,$61.00 
5100330,LUMBAR LTD 2-3V PC,$62.00 
5100332,LUM BENDING VIEW LTD(2V)PC,$62.00 
5100335,LUMBAR COMP 4+V PC,$87.00 
5100340,LUMBAR W/BENDING PC,$91.00 
5100341,MYELOGRAM LUMBAR PC,$600.00 
5100345,SACRO ILLIAC JOINTS PC,$53.00 
5100350,SACRUM & COCCYX PC,$48.00 
5100355,PELVIS 1V PC,$48.00 
5100365,BONE AGE HANDS AND W,$53.00 
5100366,CHEST 2V W FLUORO PC,$106.00 
5100367,CHEST 4V W FLUORO PC,$129.00 
5100368,CHEST FLUORO PC,$48.00 
5100369,CHEST 2V WOBLIQUESPC,$91.00 
5100370,CHEST-SINGLE IV PC,$50.00 
5100371,CHEST-SPECIAL VIEW PC,$50.00 
5100375,CHEST 2 VIEW PC,$61.00 
5100380,CHEST 3 VIEW PC,$76.00 
5100385,CHEST 4 VIEWS PC,$87.00 
5100400,RIBS UNI W PACXR PC,$76.00 
5100401,RIBS BI WO CXR 3V+PC,$76.00 
5100403,RIBS UNI WO CXR 2VPC,$62.00 
5100405,RIBS BI W PACXR4V+PC,$91.00 
5100415,ABDOMEN 2V PC,$76.00 
5100416,ABDOMEN 3V PC,$61.00 
5100420,ABDOMEN SERIES PC,$94.00 
5100460,OUTSIDE FILM READING,$46.00 
5100475,GALL BLADDER SERIEPC,$90.00 
5100480,BARIUM ENEMA PC,$194.00 
5100485,BARIUM ENEMA W A/C PC,$278.00 
5100489,T M JOINTS UNILATERAL PC,$70.00 
5100490,UGI W/AC PC,$194.00 
5100491,UGI/SB W/O AC PC,$255.00 
5100492,UGI W/O AIR CONTRAST,$195.00 
5100493,UGI GASTROGRAFIN PC,$172.00 
5100494,UGI/SM BOWEL W AC PC,$255.00 
5100500,IVP WITH TOMOS PC,$137.00 
5100505,CYSTOGRAM PC,$90.00 
5100506,FLUORO CENTRAL VENOUS ACCESS CHECK PC,$270.00 
5100510,VOIDING CYSTOGRAM PC,$92.00 
5100512,SINOGRAM PC,$148.00 
5100515,VENOGRAM UNI PC,$193.00 
5100520,VENOGRAM BILAT PC,$291.00 
5100521,MYELOGRAM MULTIPLE SITES PC,$650.00 
5100525,KNEE ARTHROGRAM PC,$155.00 
5100530,SHOULDER ARTHRO PC,$152.00 
5100535,HYSTEROSALPINGOGRAM,$106.00 
5100536,INJ PROCEDURE APPENDIX XR PC,$320.00 
5100537,INJECTION PROCEDURE HYSTEROSALPINGOGR PC,$291.00 
5100540,TOMOGRAM 1-10 SL PC,$78.00 
5100545,TOMOGRAM 11+SL PC,$173.00 
5100550,T-TUBE CHOLANGIO PC,$317.00 
5100555,OR CHOLE PC,$101.00 
5100556,OR CHOLANGIOWCARM PC,$184.00 
5100557,OR CHOLE ADD SET PC,$58.00 
5100560,RETROGRADE UROGRAPHY,$99.00 
5100564,FLUORO PC,$78.00 
5100568,FLUORO GUIDANCE NEEDLE PLACEMNT SPINE PC,$167.00 
5100570,RETROGRADE URETHROGR,$92.00 
5100580,INJECTION PROCEDURE ELBOW ARTHROGRAM PC,$393.00 
5100582,INJECTION PROCEDURE WRIST ARTHROGRAM PC,$149.97 
5100583,ELBOW ARTHROGRAM PC,$158.00 
5100600,FLUORO GUIDANCE G TUBE PLACEMENT PERC PC,"$2,295.00 "
5100612,BONEAGE INFANT PC,$196.00 
5100615,BONE SURVEY ADULT CO,$151.00 
5100616,BONE SURVEY ADULT PC,$127.00 
5100618,BONE SURVEY INFANTPC,$97.00 
5100630,SMALL BOWEL PC,$133.00 
5100635,ESOPHOGRAM PC,$129.00 
5100636,SWALLOWING FUNCT PC,$149.00 
5100660,INDEP FLUORO PC,$78.00 
5100665,ABDOMEN 1V PC,$50.00 
5100666,INCISION & REMOVAL FOREIGN BODY SUBQ PC,$375.00 
5100667,FLUORO GUIDANCE FOR NEEDLE PLACEMENT PC,$155.00 
5100674,INJECTION PROCEDURE SHOULDER PC,$321.00 
5100675,UNLISTED RAD PROCEDURE,$78.00 
5100760,FLUORO GUIDANCE CENTRAL VENOUS DEVICE PC,$105.00 
5100765,OR CHOLE SCOUT PC,$42.00 
5100770,SCANOGRAM PC,$79.00 
5100780,VENOGRAM IVC PC,$767.00 
5100788,INSERT PICC W/O SUBQ PORT/PUMP AGE 5> PC,$613.00 
5100800,GUIDANCE ASPIRATION PC,$182.00 
5100802,GUIDANCE PERC DRAINAGE CHANGE PC,$195.00 
5100803,BILIARY DRAINAGE CATHETER CHANGE PERC PC,"$1,223.25 "
5100805,INJ MUSCLE TRIGGER POINT 1- 2 MUSCLE,$142.00 
5100850,INJ PROCEDURE MYELOGRAM XR PC,$462.00 
5100890,NTC X-RAY INTERPRETATION,$25.00 
5100891,NTC X-RAY INTERPRETATION ADD IMAGES PC,$25.00 
5100892,KYPHOPLASTY EACH ADD'L LEVEL PC,$611.20 
5100893,KYPHOPLASTY LUMBAR PC,"$1,340.58 "
5100894,KYPHOPLASTY THORACIC PC,"$1,439.24 "
5100895,SVT X-RAY INTERPRETATION,$25.00 
5100900,FINE NEEDLE ASPIRATION PC US GUIDE,$351.00 
5100905,FINE NEEDLE ASPIRATION PC US GUIDE,$351.00 
5101117,ARTHROCENTESIS SMALL BILAT,$250.00 
5200001,US OB GREATER THAN 14 WKS EACH ADD GEST,$304.00 
5200002,US OB LESS THAN 14 WKS EACH ADD GEST,$304.00 
5200003,US OB LESS THAN 14 WKS COMP,$510.00 
5200004,US NUCHAL TRANSLUCENCY MSMNT,$239.00 
5200005,US OB GREATER THAN 14 WKS COMP,$640.00 
5200006,US BIOPHYSICAL PROFILE,$564.00 
5200009,US BIOPHYS PROF RPT,$564.00 
5200010,US OB US REPEAT,$373.00 
5200012,US DOPPLER FETAL UMBILICAL ART,$271.00 
5200013,US ARTHROCENTESIS LARGE JT/BURSA,"$1,405.00 "
5200014,US TRANSPLANTED KIDNEY,$713.00 
5200016,US PELVIC COMPLETE,$640.00 
5200017,US VENOUS BILATERAL,"$1,215.00 "
5200018,US VENOUS UNILATERAL,$927.00 
5200019,US VENOUS UNILATERAL LTD,$927.00 
5200020,US RENAL,$413.00 
5200021,US AORTA,$413.00 
5200023,US ABD AA SCREENING,$407.00 
5200025,US ABD COMPLETE,$640.00 
5200026,US ABD LTD KINEVAC,$413.00 
5200027,US PELVIC LTD,$413.00 
5200028,US ABD LTD,$413.00 
5200029,US CHEST,$491.00 
5200030,US CAROTID DUPLEX,"$1,274.00 "
5200031,US RETROPERITONEAL COMP,$640.00 
5200032,US RETROPERITONEAL LTD,$413.00 
5200033,US THORACENTESIS W IMAGING,"$2,255.00 "
5200034,US SONOHYSTEROGRAPHY,$660.00 
5200035,US NECK/HEAD SOFT TISSUE,$519.00 
5200036,US INFANT HIPS COMPLETE,$285.00 
5200038,US PARACENTESIS W IMAGING,"$1,422.00 "
5200041,US GUID FOR PERC DRAINAGE,"$1,166.00 "
5200043,US PUNC/ASP ABSCESS OR CYST,$637.00 
5200044,US CHEST LTD,$491.00 
5200045,US GUIDED ASPIRATION/INJECTION,$670.00 
5200046,US FINE NEEDLE ASPIRATION,$473.00 
5200048,US GUIDED REMOVAL FOREIGN BODY DEEP,"$3,154.00 "
5200051,US GUIDED BIOPSY,$670.00 
5200052,US GUIDED WIRE PLACEMENT BREAST,$670.00 
5200053,US GUIDANCE METAL CLIP PLACEMENT - ADD,$181.00 
5200054,US EXTREMITY LTD,$271.00 
5200055,US EXTREMITY COMP,$519.00 
5200057,US INJ MUSCLE TRIGGER PT 1-2 MUSCLE,$669.00 
5200058,US DRAIN FLUID W CATH PLCMNT,"$4,046.00 "
5200060,US TESTICULAR,$696.00 
5200070,US CRANIAL,$640.00 
5200075,US FAST,$413.00 
5200076,US GUIDED BONE BIOPSY SUPERFICIAL,"$2,350.00 "
5200077,US ART LO EXT UNILAT LTD,$606.00 
5200078,US ART UP EXT UNILAT LTD,$590.00 
5200083,US DOPPLER ABD/PELVIC LTD,$649.00 
5200084,US DOPPLER ABD/PELVIC COMP,$783.00 
5200087,US BREAST RIGHT COMP,$405.00 
5200090,US BREAST LEFT COMP,$405.00 
5200094,US ART LO EXT UNILAT COMP,$606.00 
5200095,US ART LO EXT BILAT COMP,"$1,043.00 "
5200097,US GUIDANCE NEEDLE PLACEMENT,$670.00 
5200099,US ABI (ANKLE BRACHIAL INDICES),$407.00 
5200100,US THYROID,$640.00 
5200102,US OB LTD,$394.00 
5200103,US PELVIC TRANSVAGINAL,$397.00 
5200107,US ECHOCARDIOGRAM COMPLETE,"$2,732.00 "
5200108,US ECHOCARDIOGRAM LIMITED,$973.00 
5200109,US ECHO W STRESS/ECG,"$1,688.00 "
5200113,US CORE NDL BREAST BX,"$2,154.00 "
5200114,US CORE NDL BREAST BX EACH ADD SITE,$362.00 
5200115,US CORE NDL BX SOFT TISSUE/MUSCLE,"$1,021.00 "
5200116,US CORE NDL BX PROSTATE,"$1,995.00 "
5200117,US CORE NDL BX LIVER,"$2,241.00 "
5200119,US ARTHROCENTESIS INTERMED JT/BURSA,$787.00 
5200123,US ARTHROCENTESIS SMALL JT/BURSA,"$1,405.00 "
5200126,US POST VOID RESIDUAL URINE,$165.00 
5200128,US GUID FOR VASCULAR ACCESS,$690.00 
5200129,US OP VISIT NEW PT EVAL AND MANAGEMENT,$278.00 
5200132,US LASER ABLTN EXT VEIN 1ST VEIN,"$5,000.00 "
5200133,US LASER ABLTN EXT VEIN 2ND & SUBSEQUENT,"$7,242.00 "
5200134,US OP VISIT ESTAB PT EVAL AND MANAGEMENT,$278.00 
5200135,US CORE NDL BX LYMPH NODE,"$2,188.00 "
5200136,US SONO INJ PROCEDURE,$305.00 
5200138,US CORE NDL BX THYROID,"$1,360.00 "
5200139,US GUID DUCTOGRAM SINGLE RT,"$1,053.00 "
5200140,US GUID DUCTOGRAM SINGLE LT,"$1,053.00 "
5200143,US ASP/INJECT GANGLION CYST,$669.00 
5200144,US PICC INSERT W/O SUBQ PORT/PUMP > 5 YR,"$2,047.00 "
5200145,US BREAST LEFT LTD,$248.00 
5200146,US BREAST RIGHT LTD,$248.00 
5200148,US NECK/HEAD SOFT TISSUE LTD,$519.00 
5200150,US INJ PROC WRIST,$291.00 
5200152,US INJ GREATER OCCIPITAL NERVE,"$1,172.00 "
5200157,US BREAST AXILLARY,$271.00 
5200158,US INJ INTERCOSTAL NERVE MULTI,"$2,214.00 "
5200160,US INJ TENDON SHEATH/LIGAMENT SINGLE,$669.00 
5200161,US INJ TENDON ORIGIN/INSERTION SINGLE,$669.00 
5200201,US GUIDED REMOVAL FOREIGN BODY SUBQ SIMP,$727.00 
5200240,US SPINAL CANAL AND CONTENTS LTD,$338.00 
5200253,US INJ PERIPHERAL NERVE/BRANCH,"$1,136.00 "
5200258,US INJ CARPAL TUNNEL RT THERA,$699.00 
5200259,US INJ CARPAL TUNNEL LT THERA,$699.00 
5200410,US TRANSRECTAL,$670.00 
5200791,US ART UP EXT BILAT COMP,"$1,071.00 "
5300002,ABD US COMP PC,$226.00 
5300007,NUCHAL TRANSLUCENCY MEASUREMENT,$339.00 
5300008,BIOPHY PROFILE WO PC,$219.00 
5300010,OB US REPEAT PC,$244.00 
5300011,DOPPLER FETAL UMBILICAL ARTERY PC,$143.00 
5300012,DOPPLER FETAL MIDDLE CEREBRAL ARTERY PC,$201.00 
5300013,ARTHROCENTESIS LARGE JOINT US PC,$233.00 
5300014,US RENAL PC,$161.00 
5300017,VEN BIL PC,$193.00 
5300018,EXTREMITY VEN UNI PC,$123.00 
5300020,OB U/S LIM PC,$183.00 
5300024,ABD AA SCREENING PC,$155.00 
5300027,PELVIC US LTD PC,$139.00 
5300028,ABD US LIMITED PC,$165.00 
5300029,CHEST ULTRASOUND PC,$151.00 
5300030,CAROTID EXTRACRAN PC,$222.00 
5300031,RETROPERITONEAL US COMPLETE PC,$206.00 
5300033,THORACENTESES US WITH IMAGING PC,$715.00 
5300035,SOF TISS US HEAD/NPC,$157.00 
5300040,DRAINAGE PELVIC ABSCESS ENDOVAG PC,"$1,592.00 "
5300051,US WIRE PLACEMENT BREAST PC,"$1,213.00 "
5300054,EXTREMITY US NONVASCULAR LIMITED PC,$137.00 
5300055,EXTREMITY US NONVASCULAR COMPLETE PC,$177.00 
5300060,TESTICULAR US PC,$180.00 
5300083,ABDOMINAL/PELVIC DOPPLER LIMITED PC,$223.00 
5300084,ABDOMINAL/PELVIC DOPPLER COMPLETE PC,$322.00 
5300088,ECHO LIMITED PC,$144.00 
5300089,ECHO COMPLETE PC,$253.00 
5300093,BREAST US UNILAT LIMITED PC,$190.00 
5300094,BREAST US UNILAT LIMITED PC,$190.00 
5300095,ARTERIAL LE BILATERAL COMPLETE PC,$219.00 
5300097,BREAST LT US UNILAT PC,$204.00 
5300099,ART SEG PRES BILAT SINGLE,$69.00 
5300101,OB U/S COMP >14 WK PC,$280.00 
5300103,PELVIC US COMP PC,$194.00 
5300105,ARTERIAL LE UNILATERAL COMPLETE PC,$135.00 
5300106,OB U/S COMP <14 WK PC,$279.00 
5300107,OB U/S COMP >14 WK EA GEST PC,$278.00 
5300109,INTERPRETATION ECHOCARDIOGRAM COMP PC,$358.00 
5300111,INTERPRETATION STRESS ECHO WITH ECG PC,$480.00 
5300120,ARTHROCENTESIS INTERMEDIATE JT/BURSA PC,$206.00 
5300121,CORE NEEDLE BIOPSY BREAST US EA ADD PC,"$1,282.00 "
5300122,US GUIDANCE FOR VASCULAR ACCESS PC,$81.00 
5300124,CENTRAL VENOUS CATHETER INSERTION PC,$591.00 
5300127,CORE NEEDLE BIOPSY SOFT TISSUE/MUS US PC,$704.00 
5300132,LASER ABLTN EXT VEIN 1ST VEIN PC,"$2,840.00 "
5300143,ASPIRATION/INJECTION GANGLION CYST PC,$154.00 
5300150,INJECTION PROCEDURE WRIST PC,$403.00 
5300160,INJ TENDON SHEATH OR LIGAMENT SINGLE BIL,$276.00 
5300257,INSERTION OF DRAIN CATH PLEURA PC,"$1,238.00 "
5300258,THERAPEUTIC INJ CAPRAL TUNNEL RT PC,$394.00 
5300270,THERAPEUTIC INJ CARPAL TUNNEL BILAT,$788.00 
5600005,ANES-TIME/10 MIN UNI,$100.00 
5600010,ANES-TIME/ONE MINUTE UNITS,$9.00 
5600013,ANES PROC 00103,$100.00 
5600015,ANES PROC 00120,$100.00 
5600020,ANES PROC 00164,$100.00 
5600025,ANES PROC 00170,$100.00 
5600030,ANES PROC 00300,$100.00 
5600035,ANES PROC 00320,$100.00 
5600040,ANES PROC 00322,$100.00 
5600042,ANES PROC 00352,$100.00 
5600045,ANES PROC 00400,$100.00 
5600050,ANES PROC 00404,$100.00 
5600056,ANES-ASA-5,$236.00 
5600057,ANES-ASA 4,$158.00 
5600058,ANES PROC 00410,$100.00 
5600059,ANES-ASA 3,$79.00 
5600060,ANES PROC 00940,$100.00 
5600061,OR ANES-FACILITY/10 MIN.,$200.00 
5600062,OR ANESTHESIA GENERAL PER MINUTE,$20.00 
5600075,ANES PROC 00500,$100.00 
5600080,ANES PROC 00520,$100.00 
5600095,ANES PROC 00528,$100.00 
5600100,ANES PROC 00540,$100.00 
5600115,ANES PROC 00548,$100.00 
5600130,ANES PROC 00702,$100.00 
5600135,ANES PROC 00730,$100.00 
5600145,ANES PROC 00750,$100.00 
5600150,ANES PROC 00752,$100.00 
5600160,ANES PROC 00756,$100.00 
5600165,ANES PROC 00770,$100.00 
5600170,ANES PROC 00790,$100.00 
5600175,ANES PROC 00792,$100.00 
5600180,ANES PROC 00794,$100.00 
5600185,ANES PROC 00800,$100.00 
5600200,ANES PROC 00820,$100.00 
5600205,ANES PROC 00830,$100.00 
5600210,ANES PROC 00832,$100.00 
5600215,ANES PROC 00840,$100.00 
5600220,ANES PROC 00842,$100.00 
5600225,ANES PROC 00844,$100.00 
5600235,ANES PROC 00848,$100.00 
5600240,ANES PROC 01961,$100.00 
5600245,ANES PROC 01962,$100.00 
5600250,ANES PROC 01968,$100.00 
5600255,ANES PROC 00860,$100.00 
5600260,ANES PROC 00862,$100.00 
5600270,ANES PROC 00870,$100.00 
5600275,ANES PROC 00880,$100.00 
5600280,ANES PROC 00882,$100.00 
5600285,ANES PROC 01960,$100.00 
5600290,ANES PROC 00902,$100.00 
5600295,ANES PROC 00904,$100.00 
5600305,ANES PROC 00908,$100.00 
5600310,ANES PROC 00910,$100.00 
5600312,ANES PROC 00731,$100.00 
5600313,ANES PROC 00811,$100.00 
