Description, Base Price 
"Remove Lesion, Scalp/Neck/Hand/Foot 2.1 to 3.0 cm Charge", 520.00 
"Remove Lesion, Trunk/Arm/Leg .6 to 1.0 cm Charge", 368.00 
"Remove Lesion, Trunk/Arm/Leg <.5 cm Charge", 299.00 
"Remove Lesion, Trunk/Arm/Leg 1.1 to 2.0 cm Charge", 408.00 
"Remove Lesion, Trunk/Arm/Leg 2.1 to 3.0 cm Charge", 449.00 
"Remove Malig Lesion w/Margins, Face, Ears, Eyelids, Nose, Lips; Diam 2.1 to 3.0 cm Charge", 823.00 
"Remove Malig Lesion w/Margins, Face, Ears, Eyelids, Nose, Lips; Diam 3.1 to 4.0 cm Charge"," 1,017.00 "
"Remove Malig Lesion w/Margins, Face, Ears, Eyelids, Nose, Lips; Diam 4.0+ cm Charge"," 1,348.00 "
"Remove Malig Lesion w/Margins, Scalp, Neck, Hands, Feet, Genital; Diam 0.5 cm > Charge", 408.00 
"Remove Malig Lesion w/Margins, Scalp, Neck, Hands, Feet, Genital; Diam 0.6 to 1.0 cm Charge", 533.00 
"Remove Malig Lesion w/Margins, Scalp, Neck, Hands, Feet, Genital; Diam 1.1 to 2.0 cm Charge", 543.00 
"Remove Malig Lesion w/Margins, Scalp, Neck, Hands, Feet, Genital; Diam 2.1 to 3.0 cm Charge", 753.00 
"Remove Malig Lesion w/Margins, Scalp, Neck, Hands, Feet, Genital; Diam 3.1 to 4.0 cm Charge", 850.00 
Remv Non-biodegradable Rx Del, 386.00 
Renal Panel 13, 130.00 
Renin Activity CLS, 205.00 
Renin Activity MCL, 205.00 
Reopening of recent laparotomy," 3,403.00 "
Repair Abdominal Hernia Technical Charge," 2,531.00 "
Repair Complex Trunk 01.1 to 02.5 cm Charge, 287.00 
Repair Complex Trunk 02.6 to 07.5 cm Charge, 466.00 
"Repair Complex, Scalp, Arms, and/or Leg Each Additional 5cm or Less Charge", 433.00 
"Repair Complex, Scalp, Arms, and/or Legs; 2.6 cm to 7.5 cm  Charge"," 1,493.00 "
Repair epigastric hernia (eg  preperitoneal fat)  incarcerated or strangulated," 1,755.00 "
Repair inguinal hernia  sliding  any age," 3,691.00 "
"Repair inguinal hernia, incarcerated or strangled"," 1,937.00 "
Repair initial femoral hernia  any age  incarcerated or strangulated," 2,055.00 "
Repair initial incisional or ventral hernia; reducible - [MONR]," 2,434.00 "
"Repair Initial Inguinal Hernia, Age 5 Yrs or Over; Reducible Charge"," 1,778.00 "
Repair of circumcision, 819.00 
Repair of foot tendon," 1,053.00 "
Repair of rectocele," 1,885.00 "
Repair of recurrent incisional or ventral hernia reducible," 2,391.00 "
Repair recurrent incisional or ventral hernia  incarcerated or strangulated," 3,227.00 "
Repair recurrent inguinal hernia  any age  reducible," 2,060.00 "
"Repair Simple  Scalp, Neck, Axillae, Ext. Genital, Trunk and/or Extrem; 2.5 cm > Charge", 315.00 
Repair spigelian hernia," 1,956.00 "
Repair umbilical hernia  age 5 years or older  incarcerated or strangulated," 1,788.00 "
Repair umbilical hernia  age 5 years or older  reducible," 1,515.00 "
"Repair, Complex, Forehead, Cheeks, Chin, Mouth, Neck, Axillae, Genitalia, Hands and/or Feet; 1.1 cm", 681.00 
"Repair, Extensor Tendon, Hand, Primary or Secondary; w/o Free Graft, each Tendon Charge"," 1,950.00 "
"Resection of lip, more than on-fourth, without reconstruction"," 1,101.00 "
RESECTION OF SCROTUM," 1,673.00 "
Respiratory Care, 159.00 
Respiratory Syncytial Virus, 163.00 
Retic Count CLS, 63.00 
Reticulin Ab MCL, 68.00 
"Reticulin Antibodies (A,G,M) MCL", 146.00 
Reticulocyte Count MCL, 63.00 
Review and Interpretation of PFT, 52.00 
Rheumatoid Factor MCL, 100.00 
Rheumatoid Factor1, 88.00 
Rhinoplasty," 5,267.00 "
Rhizotomy (Facet Denervation)," 2,976.00 "
RIB BELT UNIVERSAL, 32.00 
RNP Ab MCL, 131.00 
ROOM/BED: Hospice," 1,362.00 "
ROOM/BED: HOSPICE RESPITE, 360.00 
ROOM/BED: Isolation, -   
ROOM/BED: LTC Hold, -   
ROOM/BED: LTC Short Term, 189.00 
ROOM/BED: Observation, -   
ROOM/BED: Pediatrics, -   
ROOM/BED: Semi Private," 1,370.00 "
ROOM/BED: Swing, 720.00 
ROOM/BED: Swingbed Isolation, -   
"Rotavirus Antigen, Feces CLS", 55.00 
"Rotavirus vaccine, human, attenuated, 2 dose schedule, live, for oral use", 147.00 
ROTH NET FOREIGN BODY STANDARD, 253.00 
ROUTINE HOME CARE, 330.00 
RPR CLS, 63.00 
RSV 1, 255.00 
RSV POC, 159.00 
RT Oxygen Charge per Visit, 59.00 
RUBBERBAND ST 3.5(321535), 12.00 
Rubella IgG Antibody MCL, 131.00 
Rubella IgG CLS, 202.00 
Rubeola Ab IgG CLS, 183.00 
Rubeola IgG Antibody MCL, 129.00 
Sacroiliac Joint Injection," 2,500.00 "
Sacroiliac MBB," 2,976.00 "
SALEM SUMP TUBE 14 FRENCH, 25.00 
SALEM SUMP TUBE 18 FRENCH, 25.00 
Salicylate CLS, 100.00 
Salicylate Level, 37.00 
Salicylate Level MCL, 72.00 
"Salpingectomy, Partial or Complete, Unilat or Bilat Charge"," 2,613.00 "
SCL70 Ab MCL, 131.00 
Scleroderma 70 Antibodies MCL, 143.00 
Screen Cell 1 Gel, 158.00 
Screening Pap Smear w/Prep & Transfer To Lab (Task/Charge), 59.00 
Sedimentation Rate, 59.00 
Selective Debridement 97597 -BCE, 95.00 
Selective Debridement Addition Charge, 95.00 
Selective Debridement Addition Charge, 95.00 
Septoplasty," 5,267.00 "
Septorhinoplasty," 5,267.00 "
"Shave (Epi)Dermal Lesion, Single, Face/Ears/Eyelids/Nose/Lips/Mucous Memb; Diam 0.6 to 1.0 cm Charge", 228.00 
"Shave (Epi)Dermal Lesion, Single, Face/Ears/Eyelids/Nose/Lips/Mucous Memb; Diam 1.1 to 2.0 cm Charge", 263.00 
"Shave (Epi)Dermal Lesion, Single, Face/Ears/Eyelids/Nose/Lips/Mucous Membrane; Diam 0.5 cm > Charge", 182.00 
"Shave (Epi)Dermal Lesion, Single, Face/Ears/Eyelids/Nose/Lips/Mucous Membrane; Diam 2.0+ cm Charge", 352.00 
"Shave (Epi)Dermal Lesion, Single, Scalp, Neck, Hands, Feet, Genital; Diam 0.5 cm > Charge", 149.00 
"Shave (Epi)Dermal Lesion, Single, Scalp, Neck, Hands, Feet, Genital; Diam 0.6 to 1.0 cm Charge", 204.00 
"Shave (Epi)Dermal Lesion, Single, Trunk, Arms or Legs; Diam 0.5 cm > Charge", 150.00 
"Shave (Epi)Dermal Lesion, Single, Trunk, Arms or Legs; Diam 0.6 to 1.0 cm Charge", 200.00 
"Shave (Epi)Dermal Lesion, Single, Trunk, Arms or Legs; Diam 1.1 to 2.0 cm Charge", 237.00 
SHAVE PREP TRAY, 20.00 
"Shaving of Epidermal or dermal lesion, Single lesion, truck, arms, or legs, Lesion Diameter over 2.0", 241.00 
SHELL 68MM POROUS BEADED [DSPCGH68]," 7,500.00 "
Sickle Cell Screen MCL, 129.00 
Sigmoidoscopy  flexible  diagnostic  with or without collection of specimen by brushing or washing, 206.00 
Sigmoidoscopy Flexible," 2,782.00 "
Sigmoidoscopy with Biopsy," 2,903.00 "
Sigmoidoscopy with Polypectomy," 2,903.00 "
"Sigmoidoscopy, flexible; Diagnostic, with or without collection of specimens by brushing or washing", 206.00 
"Sigmoidoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique", 311.00 
"Sigmoidoscopy, w/ablation of tumor, polyp or other lesion, not amenable to hot, bipolar or snare"," 1,121.00 "
"Sigmoidoscopy,flex, w/removal of tumor, polyp or other lesion, HOT", 980.00 
"Simple Repair  Scalp, Neck, Axillae, Ext. Genital, Trunk and/or Extrem; 2.6 cm to 7.5 cm Charge", 337.00 
"Simple Repair Of Superficial Wounds Of Face, Ears, Eyelids, Nose, Lips And/Or Mucous Membranes; 12.6", 541.00 
"Simple Repair Of Superficial Wounds Of Face, Ears, Eyelids, Nose, Lips And/Or Mucous Membranes; 2.5", 335.00 
"Simple Repair Of Superficial Wounds Of Face, Ears, Eyelids, Nose, Lips And/Or Mucous Membranes; 2.6", 369.00 
"Simple Repair Of Superficial Wounds Of Face, Ears, Eyelids, Nose, Lips And/Or Mucous Membranes; 5.1", 344.00 
"Simple Repair Of Superficial Wounds Of Face, Ears, Eyelids, Nose, Lips And/Or Mucous Membranes; 7.6", 406.00 
"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extrem", 316.00 
"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extrem", 520.00 
"Simple Repair Scalp, Neck, Axillae, Ext. Genital, Trunk and/or Extrem; 7.6 cm to 12.5 cm Charge", 394.00 
Sirolimus CLS, 106.00 
Sirolimus Rapamycin Level MCL, 104.00 
SITZ BATH Charge, 12.00 
SIZE 4 LMA UNIQUE DISPOSABLE, 119.00 
SIZE 5 LMA UNIQUE DISPOSABLE, 71.00 
SIZE3 LMA UNIQUE DISPOSABLE, 119.00 
SKIN DIMETHICONE CREAM, 13.00 
Skin Graft," 4,365.00 "
SKIN REPAIR CREAM(SC094424), 12.00 
Skin split a-graft fac/nck/hf/g," 2,254.00 "
SKIN STAPLER 35 WIDE, 91.00 
SKIN STAPLER 35 WIDE, 173.00 
SLEEP STUDY TEST FULL," 4,092.00 "
SLEEP STUDY WITH CPAP (SPLIT STUDY)," 4,464.00 "
"Sleep study, unattended, simultaneous recording of, heart rate, oxygen saturation, respiratory airfl", 631.00 
Sleep Testing," 4,092.00 "
Sleep Testing w/CPAP Titration," 4,464.00 "
SLING ARM (M), 15.00 
SLING ARM (S), 15.00 
SLING ARM (XL), 15.00 
SLP Cognitive Function Medicare Charge, 128.00 
SLP Cognitive Function Medicare Units, -   
SLP Cognitive Function Units, 128.00 
SMART PORT (POWER INJECTABLE PORTS), 891.00 
Smith Ab MCL, 131.00 
"Smooth Muscle AB, Serum CLS", 123.00 
Smooth Muscle Antibody MCL, 143.00 
SN Free Text Item, -   
SOAP SUDS ENEMA, 120.00 
Sodium 24H Urine CLS, 50.00 
Sodium Level, 81.00 
Sodium Urine CLS, 50.00 
SOK CURVED DISSEC(5DCD), 198.00 
SOK INSUFF NEEDLE(UV120), 95.00 
SOK LAP SCISSORS, 202.00 
SOK SUCTION/IRRIG, 99.00 
SOLOSITE(6504449600) 3OZ, 19.00 
SPATULA ELECTRODE 5MM, 524.00 
SPECIALTY TRANSPO * Amb Charge," 3,934.00 "
SPECIPAN, 20.00 
Speech Evaluation 92522 [BCE], 190.00 
Speech Evaluation 92522- BCE, 190.00 
Speech/Language/Voice/Auditory 92507-BCE, 406.00 
Speech/Language/Voice/Auditory Charge - [BCE], 406.00 
"SpeedBridge Implant System with BioComposite SwiveLock, 4.75 x 19.1 mm  AR-2600SBS-4"," 7,458.00 "
Sphincterotomy," 4,398.00 "
Spinal Cord Stimulator Trial," 2,500.00 "
SPINAL TRAY ANES CHARGE, 132.00 
Spirometry, 189.00 
Splenectomy; total (separate procedure)," 3,103.00 "
SPONGE DRAIN EXCILON 2/PK, 18.00 
SPONGE DRES STERIL 4X4 2/PKG, 20.00 
SPONGE GAUZE STERILE 2X2 8 PLY 2S, 20.00 
SPONGES 4X4 TRAY STERILE, 20.00 
Sputum Culture CLS, 127.00 
SPUTUM STERILE CONTAINER, 20.00 
SRP Ab MCL, 50.00 
SSA Ab MCL, 131.00 
SSB Ab MCL, 131.00 
Stallate Ganglion," 2,500.00 "
Staple Remover, 18.00 
STAPLER ACCESS CS40GB, 624.00 
STAPLER CEEA 25MM (111985)," 2,144.00 "
STAPLER CEEA 28MM #111987," 2,144.00 "
STAPLER DISP ENDO GIA 3-2.5," 1,545.00 "
STAPLER EMS," 1,217.00 "
STAPLER MF ENDO GIA 3-2.5 REFILL, 537.00 
STAPLER MF TLC 55, 441.00 
STAPLER PURSESTRING, 606.00 
STAPLER REFILL TCR 55, 246.00 
STERI STRIP 1/2X4 IN, 20.00 
STERI STRIP 1/4X3 IN, 20.00 
STERI STRIP 1/8X3 IN, 20.00 
STERILE PIN PACK [K0001288], 795.00 
STERILE WATER 1000ML IRRIGATION SOLUTION, 69.00 
STERILE WATER 250ML IRRIGATION SOLUTION, 55.00 
STERILE WATER 500ML IRRIGATION SOLN, 55.00 
STOCKINETTE  3  (30-1003), 17.00 
STOCKING KNEE LARGE LONG, 56.00 
STOCKING KNEE LARGE REG, 56.00 
STOCKING KNEE MED LONG, 56.00 
STOCKING KNEE MEDIUM REG, 56.00 
STOCKING KNEE SMALL LONG, 56.00 
STOCKING KNEE SMALL REG, 56.00 
STOCKING KNEE XLG LONG, 56.00 
STOCKING KNEE XLG REG, 56.00 
STOCKING KNEE XXL  LONG, 19.00 
STOCKING KNEE XXL  REG, 19.00 
STOCKING THIGH LARGE LONG, 92.00 
STOCKING THIGH LARGE REGULAR, 92.00 
STOCKING THIGH LARGE SHORT, 19.00 
STOCKING THIGH MEDIUM LONG, 92.00 
STOCKING THIGH MEDIUM REGULAR, 92.00 
STOCKING THIGH MEDIUM SHORT, 92.00 
STOCKING THIGH SMALL LONG, 92.00 
STOCKING THIGH SMALL REGULAR, 92.00 
STOCKING THIGH W/BELT XLG REG, 92.00 
STOCKING THIGH XLG LONG, 92.00 
Stone Analysis CLS, 104.00 
Stool Cult&Shiga Tox CLS, 224.00 
Stool Culture CLS, 137.00 
Stool Culture with EC Toxin and Campy Ag MCL, 137.00 
Stool for Occult Blood POC, 16.00 
Strapping Unna boot, 170.00 
Strapping; Elbow or Wrist Charge, 117.00 
Strapping; Knee Charge, 135.00 
"Strapping; Shoulder (eg, Velpeau) Charge", 136.00 
STRAPPING; THORAX CHARGE, 189.00 
Strep A POC, 80.00 
Strep A Screen, 137.00 
Strep A Screen 1, 128.00 
SUBCUTAN FISTULOTOM, 159.00 
Subcutaneous Injection, 91.00 
Submucosal Resection Turbinate," 5,267.00 "
Subsequent Hospital Care Level 1 - 99231, 100.00 
Subsequent Hospital Care Level 2 - 99232, 155.00 
Subsequent Hospital Care Level 3 - 99233, 212.00 
"Subsequent nursing facility care (History, Examination and MDM of low complexity", 149.00 
"Subsequent nursing facility care (History, Examination and MDM of moderate complexity)", 185.00 
"Subsequent nursing facility care (History, Examination and MDM)", 109.00 
"Subsequent nursing facility care, per day, for the eval and mgmt of a patient, High complexity", 259.00 
SUCTION BASE, 93.00 
SUCTION DAILY, 25.00 
SUCTIONING NT/ET, 49.00 
Sumatriptan Injection 6 mg Charge, 66.00 
SUMP TUBE 16 FRENCH  NASO, 25.00 
SUPPORTER ADULT LARGE, 74.00 
SUPPORTER ADULT MEDIUM, 74.00 
SUPPORTER ADULT SMALL, 74.00 
SUPPORTER ADULT XLG, 74.00 
Supracervical abdominal hysterectomy  w wo removal of tube(s)  with or without removal of ovary(s)," 3,054.00 "
SUPRANE (DESFLURANE) 240 ML, 65.00 
Suprapubic Catheter Placement," 5,051.00 "
SURG WOUND CARE MAJ, 191.00 
SURG WOUND CARE MIN, 74.00 
SURG WOUND CARE MOD, 100.00 
Surgery Physician Pro Fee," 1,302.00 "
Surgical prep or creation of recipient site by excision - [MONR], 763.00 
Surgical Procedure Local," 1,910.00 "
Surgical Procedure Sedation," 2,781.00 "
SUT 0 ETHIBOND(X517H), 7.41 
SUT 2 VIC PLUS(2300VCP195H), 5.61 
SUT 2-0 ETHILON(585H), 9.72 
SUT 4-0 ETHILON(230001629H), 4.08 
SUT 4-0 ETHILON(230001667G), 8.88 
SUT CH GUT 0 (817H), 4.98 
SUT CH GUT 0 (884H), 4.65 
SUT CH GUT 3-0(23000G122H), 4.59 
SUT CH GUT 3-0(810H), 4.68 
SUT CH GUT 4-0 (G121H), 4.83 
SUT CH GUT 5-0 (687G), 10.17 
SUT CHR GUT 2-0 (G123H), 4.59 
SUT CHR GUT 4-0 (1654G), 9.90 
SUT CHRO 2-0 (816H), 5.04 
SUT CHRO 4-0(23000U203H), 4.83 
SUT CHRO GUT 2-0 (883H), 4.65 
SUT CTD VIC 0(23000J603H), 5.73 
SUT ETHIBOND 2 (X519H), 7.05 
SUT ETHILON 3-0 (663G), 4.23 
SUT ETHILON 3-0 RPR(1691H), 9.90 
SUT ETHILON 4-0 (662G), 4.23 
SUT ETHILON 4-0 P-3 (699G), 8.88 
SUT ETHILON 5-0 ( 661G), 4.29 
SUT ETHILON 5-0 P-3 (698G), 8.88 
SUT ETHILON 6-0 (697G), 32.90 
SUT MAXON 1 GREEN 6085-73, 9.90 
SUT MESH 12 X 12," 1,169.00 "
SUT MESH HERNIA PLUG (PORTIX)," 1,666.00 "
SUT MESH PROLENE 6IN X 6IN," 1,032.00 "
SUT MESH SURGICAL 3 X 6, 112.00 
SUT MONOCRYL 3-0 (Y497G), 11.13 
SUT MONOCRYL 4-0 (Y496G), 11.13 
SUT MONOCRYL 5-0 (Y463G), 11.13 
SUT NUROLON 0 (C545D), 61.00 
SUT PL GUT 2-0 (H-823H), 5.19 
SUT PL GUT 4-0 (1644G), 9.87 
SUT PL GUT 4-0 (H821H), 5.19 
SUT PL GUT 5-0 (686G), 10.17 
SUT PLAIN GUT O CT(844H), 4.50 
SUT PLN GUT 3-0 (H-822H), 5.19 
SUT POLY 5-0 (500H), 9.81 
SUT PRO 3-0(8832H), 5.76 
SUT PRO II 4-0 18 (8682G), 10.92 
SUT PROLENE 0 (8424H), 5.46 
SUT PROLENE 0 V-34(8444H), 7.74 
SUT PROLENE 0(23000C821G), 29.00 
SUT PROLENE 0(8412H), 5.52 
SUT PROLENE 1 (8425H), 4.14 
SUT PROLENE 1 (8824G), 8.79 
SUT PROLENE 2-0 (8411H), 5.52 
SUT PROLENE 2-0 (8833H), 5.94 
SUT PROLENE 2-0 (C826G), 29.00 
SUT PROLENE 4-0 (8831H), 5.76 
SUT PROLENE 4-0 (8881H), 6.24 
SUT PROLENE 5-0 (8618G), 11.79 
SUT PROLENE 6-0 (8617G), 12.21 
SUT REMOVAL DISPOSABLE, 3.45 
SUT REMOVAL DISPOSABLE, 5.00 
SUT RETENTION BRIDGE RSB5, 14.88 
SUT SILK  6-0(K802H), 34.53 
SUT SILK 0 (678G), 3.99 
SUT SILK 2 RETENTION (482T), 8.34 
SUT SILK 2-0 (677G), 3.99 
SUT SILK 2-0 (A185H), 3.54 
SUT SILK 2-0 (K833H), 4.59 
SUT SILK 3-0 (23000C013D), 27.00 
SUT SILK 3-0 (684G), 3.99 
SUT SILK 3-0 (A184H), 3.54 
SUT SILK 3-0 (K832H), -   
SUT SILK 3-0 (K882H), 4.26 
SUT SILK 4-0 (230000641G), 8.73 
SUT SILK 4-0 (683G), 4.23 
SUT SILK 4-0 (A183H), 4.47 
SUT SILK 4-0 (C0145), 35.00 
SUT SILK 4-0 (K831H), 3.30 
SUT SILK 4-0 (K871H), 4.11 
SUT SILK 5-0 (640G), 8.16 
SUT SILK 5-0 (682G), 4.29 
SUT SILK 5-0 (K870H), 3.84 
SUT SILK 6-0 (639G), -   
SUT SURG STEEL 3-0(497G), 4.53 
SUT VIC  4-0 (J522H), 4.62 
SUT VIC 1 PLUS(VCP519H), 6.99 
SUT VIC 2-0 PLUS(VCP259H), 4.14 
SUT VIC 3 CTD J808T, 6.60 
SUT VIC 3-0(J442H), 5.37 
SUT VIC 4-0 (J315H), 3.99 
SUT VIC 4-0 (J496H), 8.94 
SUT VIC 5-0 (J571G), 32.00 
SUT VIC CTD 6-0 (J510G), 8.94 
SUT VICRY 2-0 (J317H), 3.84 
SUT VICRYL  0  (D9681), 81.00 
SUT VICRYL  2-0 (J417H), 3.84 
SUT VICRYL  3-0 CTD(J944H), 4.11 
SUT VICRYL  4-0 (J214H), 4.77 
SUT VICRYL 0 (J340H), -   
SUT VICRYL 1 (J341H), 4.74 
SUT VICRYL 1 (J583G), 10.44 
SUT VICRYL 1 (J741D), 36.00 
SUT VICRYL 2-0(J259H), 4.62 
SUT VICRYL 2-0(J269H), 4.92 
SUT VICRYL 2-0(J428H), 9.39 
SUT VICRYL 3-0 (J305H), -   
SUT VICRYL 3-0 (J316H), 4.65 
SUT VICRYL 3-0 (J338H), 4.65 
SUT VICRYL 3-0 (J344H), 5.01 
SUT VICRYL 3-0 (J497G), 9.75 
SUT VICRYL 3-0(J416H), 4.65 
SUT VICRYL 4-0 (J304H), 4.80 
SUT VICRYL 4-0 (J310H), 4.83 
SUT VICRYL 4-0 (J494G), -   
SUT VICRYL 4-0 (J507G), 9.72 
SUT VICRYL O (J346H), 4.95 
SUT VICRYL O (J358H), 5.01 
SUT VICRYL O (J727D), 32.00 
SUT VICRYL O (J740D), 35.00 
SUT VICRYL REEL 3-0 (J285G), 5.46 
Suture of infrapatella tendon repair; reducible," 1,866.00 "
"SUTURE-V-LOC, 3-0 P12, 0024", -   
SWABSTICK LEMON GLYCERINE, 20.00 
Synov Crystal ID CLS, 104.00 
SYNOVECTOMY EACH TENDON," 1,780.00 "
Synovial Fluid Analysis MCL, 28.00 
Synvisc or Synvisc-One, 402.00 
T and B Profile no CBC Diff MCL, 366.00 
"T3 (Triiodothyronine), Free Serum CLS", 171.00 
T3 Free MCL, 171.00 
T3 Reverse MCL, 65.24 
T3 Total CLS, 185.00 
T3 Total MCL, 185.00 
T4 Total CLS, 117.00 
T4 Total MCL, 65.00 
Tacrolimus CLS, 110.00 
Tacrolimus Level MCL, 313.00 
TAP WATER ENEMA, 17.00 
Taut Introducer, 52.00 
TB Test POC, 35.00 
TB Test POC - No Charge, -   
"Technetium tc-99m sulfur colloid, diagnostic, per study dose", 890.00 
TEGADERM 2X3 IN, 17.00 
TEGADERM 4  X 10, 19.00 
TEGADERM 4X5 IN, 20.00 
TEGADERM 5X4, 16.00 
Tegretol CLS, 202.00 
TELEMETRY, 174.00 
Tenckhoff Catheter 42cm, 99.00 
Tendon Repair," 4,415.00 "
Tendon Repair Biceps," 4,415.00 "
Tendon Repair Lower Extremity," 4,415.00 "
Tendon Repair Patella," 4,415.00 "
Tendon Repair Upper Extremity," 4,415.00 "
"Tendon Sheath Incision (Eg, For Trigger Finger) Proc Charge"," 1,004.00 "
TENS Setup Charge, 74.00 
TENS Setup Charge, 74.00 
TENS Use Charge, 74.00 
Testosterone CLS, 414.00 
Testosterone cypionate 1 ML, 20.00 
Testosterone Free & Total CLS, 358.00 
Testosterone Free MCL, 300.00 
Testosterone Free SO MCL, 177.00 
Testosterone Tot MCL, 145.00 
Testosterone Total and Free MCL, -   
Testosterone Total MCL, 234.00 
"Testosterone Total, Free, Bioavailable, SHBG MCL", 234.00 
"Testosterone, Free", 127.00 
"Testosterone, Total", 103.00 
"Tetanus and diphtheria toxoids (Td) adsorbed, preservative free, for use in individuals 7 yrs POC", 44.00 
"Tetanus, diphtheria toxoids & acellular pertussis vaccine (TdaP), 7 years or older, IM use POC", 63.00 
Tetanus-Diptheria Toxoids POC, 35.00 
Thawed Plasma CPD <24h, 245.00 
Theophylline CLS, 201.00 
Theophylline Level MCL, 131.00 
Therapeutic Activities  97530- BCE, 91.00 
Therapeutic Activities Charge, 106.00 
Therapeutic Activities Charges, 91.00 
Therapeutic Activity 97530- BCE, 106.00 
Therapeutic Exercise 97110 -BCE, 106.00 
Therapeutic exercise 97110- BCE, 106.00 
Therapeutic Exercise Charges, 106.00 
Therapeutic Exercise Charges, 106.00 
Therapeutic Exercise Charges, 406.00 
Therapeutic Phlebotomy MCHC, 132.00 
Therapeutic PTT, 79.00 
THERMOCHOICE CATH(TC003)," 3,893.00 "
"Thiopurine Methyltransferase, Erythrocytes NPL", -   
Thoracentesis," 2,140.00 "
Thoracentesis with insertion of tube  includes water seal (eg  for pneumothorax)  when performed, 453.00 
"Thoracentesis, puncture of pleural cavity for aspiration, initial or subsequent", 282.00 
THOROCENTESIS TRAY, 165.00 
Thrombin MCL, 27.00 
Thyroglobulin Ab CLS, 226.00 
Thyroglobulin Antibody MCL, 226.00 
Thyroid Peroxidase Ab CLS, 127.00 
Thyroid Peroxidase Antibody MCL, 149.00 
THYROID SHEET (0286), 29.00 
Thyroid Stimulating Hormone, 264.00 
Thyroid Stimulating Hormone MCL, 153.00 
Thyroid Stimulating Immunoglobulin (TSI) CLS, 243.00 
Thyroidectomy," 5,476.00 "
"Tibia fracture, distal, wt bearing articular surface portion  - closed treatment of w or wo anesthes", 982.00 
"Tissue Transglutaminase AB, Serum CLS", 80.00 
Tissue Transglutaminase IgA Ab MCL, 60.00 
Tissue Transglutaminase IgA Antibody MCL, 80.00 
Tissue Transglutaminase IgG Antibody MCL, 80.00 
TL PLSMA STR LNG SIZE 1 [PRTLSL21WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 10 [PRTLSL30WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 11 [PRTLSL31WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 12 [PRTLSL32WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 2 [PRTLSL22WD], -   
TL PLSMA STR LNG SIZE 3 [PRTLSL23WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 4 [PRTLSL24WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 5 [PRTLSL25WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 6 [PRTLSL26WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 7 [PRTLSL27WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 8 [PRTLSL28WD]," 20,250.00 "
TL PLSMA STR LNG SIZE 9 [PRTLSL29WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 1 [PRTLS021WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 10 [PRTLS030WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 11 [PRTLS031WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 12 [PRTLS032WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 2 [PRTLS022WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 3 [PRTLS023WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 4 [PRTLS024WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 5 [PRTLS025WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 6 [PRTLS026WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 7 [PRTLS027WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 8 [PRTLS028WD]," 20,250.00 "
TL PLSMA STR SHRT SIZE 9 [PRTLS029WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 1 [PRTLEL21WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 10 [PRTLEL30WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 11 [PRTLEL31WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 12 [PRTLEL32WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 2 [PRTLEL22WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 3 [PRTLEL23WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 4 [PRTLEL24WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 5 [PRTLEL25WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 6 [PRTLEL26WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 7 [PRTLEL27WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 8 [PRTLEL28WD]," 20,250.00 "
TL PLSMA VAR8 LNG SIZE 9 [PRTLEL29WD]," 20,250.00 "
TL PLSMA VAR8 SHRT SIZE 1 [PRTLE021WD]," 20,250.00 "
TL PLSMA VAR8 SHRT SIZE 10 [PRTLE030WD]," 20,250.00 "
TL PLSMA VAR8 SHRT SIZE 11 [PRTLE031WD]," 20,250.00 "
